204720,7666,1240,573,314,226,198,142,112,90,85,83,75,57,41,41,42,39,35,968
25966,4781,240,70,24,19,7,6,6,5,0,4,1,1,2,4,2,0,2,16
4103,573,494,42,23,9,6,5,3,0,1,0,1,0,0,0,0,1,0,8
1541,250,76,127,17,7,6,1,2,3,2,0,0,0,1,1,0,0,1,4
795,108,51,23,65,8,2,3,2,1,0,0,0,0,0,0,1,1,0,4
512,70,34,18,7,34,5,2,2,1,0,1,0,0,0,0,0,0,0,1
431,38,18,7,6,9,19,4,1,1,0,1,2,0,0,1,0,0,0,1
262,43,10,9,2,4,11,7,9,1,2,0,0,1,0,0,0,0,1,0
239,32,12,9,4,2,3,2,4,2,3,1,0,0,1,0,0,0,0,2
180,20,1,7,7,0,2,1,3,7,1,1,0,0,1,0,1,0,0,1
137,7,7,2,1,3,2,2,1,5,6,1,0,0,0,0,0,0,0,2
101,17,11,1,2,3,1,1,0,19,1,1,0,0,1,0,0,0,0,0
110,9,4,1,2,0,1,0,1,1,0,5,4,0,0,1,1,0,1,0
102,5,7,2,1,0,2,2,0,1,0,3,0,0,0,0,1,0,0,0
82,3,5,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
89,5,0,2,0,2,1,0,1,0,0,1,0,0,0,0,0,1,1,1
63,6,2,3,1,0,1,0,1,0,0,0,0,1,0,0,2,1,0,1
52,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
37,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,3,0
1002,84,25,18,14,12,14,12,6,9,5,3,4,3,4,4,2,1,3,115
