,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2020-02-10,0,1,3,6,9,12,18,29,38,50,64,77,89,106,144,174,201,239,283,338,388,434,490,561,630,689,762,802,860,925,999,1086,1147,1215,1296,1388,1473,1552,1655,1744,1844,1923,2035,2144,2230,2339,2444,2548,2635,2732,2844,2948,3062,3159,3284,3398,3498,3596,3700,3808,3921,4052,4171,4287,4414,4525,4629,4758,4871,4959,5070,5193,5302,5412,5533,5653,5772,5890,5997,6094,6179,6314,6421,6534,6643,6770,6889,6981,7075,7194,7322,7437,7561,7685,7800,7909,8021,8138,8261,8261
2020-02-11,2,11,18,30,48,64,75,94,117,139,176,204,249,286,318,362,402,452,503,560,622,675,740,817,908,990,1059,1148,1260,1350,1452,1536,1640,1739,1863,1968,2071,2175,2285,2395,2515,2658,2782,2906,3046,3164,3270,3401,3535,3668,3814,3928,4045,4172,4307,4439,4558,4714,4856,5000,5110,5245,5369,5488,5610,5746,5875,6025,6156,6279,6408,6518,6644,6772,6892,7018,7138,7256,7383,7513,7634,7759,7894,8021,8149,8267,8414,8561,8694,8805,8917,9055,9209,9353,9472,9602,9733,9869,9983,9983
2020-02-12,3,3,9,16,28,34,45,57,74,97,121,151,182,214,259,300,347,395,470,539,604,689,775,873,968,1061,1146,1229,1334,1429,1512,1624,1743,1869,1984,2092,2223,2348,2470,2621,2751,2873,3022,3143,3273,3403,3536,3655,3803,3944,4069,4204,4344,4472,4600,4717,4866,4983,5108,5250,5376,5506,5654,5811,5935,6068,6182,6319,6444,6604,6745,6876,7014,7167,7295,7430,7552,7672,7776,7904,8032,8173,8304,8421,8544,8675,8799,8919,9044,9172,9297,9447,9565,9676,9805,9929,10042,10177,10315,10315
2020-02-13,2,7,13,19,27,40,52,60,76,85,103,128,159,204,255,311,361,410,474,522,596,646,714,776,838,907,979,1056,1143,1237,1316,1405,1498,1607,1701,1820,1915,2033,2141,2264,2384,2512,2644,2767,2885,3011,3142,3264,3395,3534,3675,3820,3954,4108,4277,4441,4571,4729,4861,4996,5134,5279,5421,5552,5712,5834,5973,6145,6270,6438,6598,6747,6880,7029,7168,7314,7462,7618,7772,7926,8089,8222,8371,8527,8667,8804,8961,9106,9261,9419,9564,9696,9852,9988,10136,10285,10408,10522,10681,10681
2020-02-14,2,10,17,20,26,36,44,58,73,90,112,135,153,176,225,273,313,353,393,444,499,580,667,728,799,867,938,1014,1108,1196,1288,1409,1506,1593,1685,1788,1898,2019,2131,2244,2353,2473,2588,2714,2865,2984,3093,3206,3339,3484,3621,3739,3874,4017,4132,4271,4411,4533,4659,4795,4944,5080,5245,5400,5522,5668,5805,5937,6064,6200,6346,6485,6638,6762,6897,7056,7175,7324,7451,7573,7694,7817,7961,8103,8243,8383,8523,8646,8787,8927,9055,9189,9342,9479,9601,9737,9884,10028,10180,10180
2020-02-15,1,8,14,35,49,72,94,122,146,173,200,229,260,291,332,375,411,465,520,587,647,710,765,823,878,956,1028,1103,1191,1275,1375,1461,1552,1660,1771,1894,2009,2140,2266,2397,2536,2670,2795,2914,3057,3183,3302,3451,3583,3718,3875,4007,4118,4254,4410,4565,4693,4846,5002,5189,5342,5485,5634,5787,5940,6085,6273,6436,6617,6788,6947,7102,7258,7399,7561,7707,7856,8016,8169,8311,8449,8612,8759,8914,9061,9221,9354,9522,9655,9812,9981,10152,10297,10455,10630,10774,10926,11074,11215,11215
2020-02-16,1,5,9,12,20,25,35,51,65,78,90,114,137,178,219,271,318,365,411,473,527,584,641,704,778,863,970,1047,1137,1242,1332,1437,1545,1659,1758,1854,1963,2072,2174,2316,2435,2539,2651,2776,2903,3037,3188,3315,3443,3569,3704,3836,3955,4079,4209,4330,4479,4613,4733,4858,4996,5103,5245,5378,5510,5647,5760,5907,6033,6146,6275,6403,6544,6685,6810,6918,7046,7186,7319,7447,7575,7717,7842,7971,8105,8239,8364,8511,8656,8775,8903,9024,9163,9295,9437,9561,9724,9851,9971,9971
2020-02-17,6,10,22,37,51,70,95,125,152,187,229,275,310,355,402,449,514,591,651,737,808,880,962,1060,1141,1240,1328,1423,1532,1616,1738,1857,1981,2085,2198,2304,2428,2555,2687,2797,2915,3037,3160,3294,3440,3579,3729,3869,4032,4199,4372,4513,4665,4813,4968,5147,5305,5456,5613,5755,5925,6082,6236,6409,6579,6723,6876,7022,7178,7316,7448,7586,7724,7870,7992,8151,8274,8412,8550,8677,8811,8948,9074,9217,9357,9495,9621,9760,9917,10056,10206,10373,10511,10633,10774,10915,11056,11184,11306,11306
2020-02-18,0,2,7,12,18,21,31,40,51,71,91,111,141,184,232,261,306,359,397,452,507,580,639,718,785,854,929,1026,1112,1204,1289,1370,1466,1559,1659,1757,1857,1965,2063,2160,2282,2432,2566,2704,2816,2950,3092,3216,3349,3475,3611,3732,3838,3965,4086,4220,4346,4460,4613,4744,4854,4966,5084,5212,5321,5433,5539,5662,5794,5903,6016,6109,6218,6347,6467,6577,6707,6827,6945,7068,7201,7333,7455,7574,7709,7843,7971,8090,8205,8311,8416,8543,8631,8760,8874,8967,9092,9209,9310,9310
2020-02-19,0,2,6,14,22,33,41,64,85,117,143,184,218,273,321,381,433,484,559,624,689,756,815,888,967,1061,1144,1242,1337,1421,1522,1618,1722,1825,1915,2015,2117,2238,2347,2459,2562,2679,2805,2923,3042,3177,3314,3429,3531,3647,3770,3890,4029,4148,4287,4428,4542,4678,4809,4941,5084,5215,5335,5454,5598,5735,5875,5983,6096,6236,6363,6483,6594,6723,6861,6970,7080,7205,7336,7461,7582,7723,7837,7965,8071,8194,8306,8421,8545,8664,8788,8901,9025,9231,9354,9470,9599,9718,9839,9839
2020-02-20,1,2,10,19,35,54,78,100,126,151,178,215,250,291,334,381,433,489,552,604,680,746,821,887,967,1056,1137,1241,1349,1468,1575,1673,1770,1872,1981,2108,2211,2337,2460,2578,2708,2843,2992,3135,3272,3408,3534,3664,3794,3926,4076,4215,4378,4537,4688,4849,5004,5159,5309,5462,5620,5749,5915,6070,6217,6395,6552,6709,6857,7028,7182,7317,7471,7622,7795,7935,8069,8203,8363,8500,8671,8803,8934,9089,9234,9367,9484,9629,9775,9896,10025,10178,10315,10457,10580,10703,10824,10965,11100,11100
2020-02-21,0,3,10,17,28,37,49,59,69,94,114,138,167,205,246,289,340,395,448,507,567,631,688,766,833,909,983,1053,1140,1218,1299,1370,1460,1552,1641,1728,1836,1929,2019,2135,2251,2340,2463,2580,2706,2818,2935,3062,3181,3303,3421,3561,3684,3807,3934,4064,4171,4291,4404,4523,4637,4758,4887,5009,5125,5225,5329,5435,5554,5684,5790,5905,6023,6128,6247,6366,6471,6609,6735,6853,6981,7107,7230,7361,7484,7615,7751,7872,8002,8126,8269,8399,8510,8629,8746,8867,8969,9087,9187,9187
2020-02-22,3,8,14,22,28,33,40,61,78,103,138,165,200,233,268,299,343,386,433,495,541,614,674,742,817,885,966,1048,1132,1223,1302,1414,1521,1607,1705,1797,1891,1991,2088,2192,2293,2386,2477,2587,2712,2826,2928,3046,3131,3257,3367,3510,3616,3731,3859,3987,4095,4228,4336,4438,4559,4685,4791,4898,5013,5151,5259,5385,5518,5621,5721,5849,5954,6077,6201,6304,6551,6653,6754,6861,6974,7073,7181,7275,7394,7522,7616,7713,7825,7934,8038,8140,8240,8339,8465,8581,8700,8800,8929,8929
2020-02-23,2,4,11,18,22,39,55,73,87,110,154,189,233,267,320,367,415,479,537,617,688,776,864,959,1020,1085,1186,1271,1366,1476,1573,1659,1756,1865,1982,2097,2225,2332,2439,2554,2683,2806,2927,3055,3186,3314,3435,3569,3695,3814,3940,4058,4177,4292,4406,4515,4649,4790,4939,5077,5220,5357,5499,5607,5735,5849,5979,6116,6245,6372,6503,6621,6741,6881,7007,7140,7259,7378,7493,7602,7720,7840,7960,8084,8199,8325,8450,8582,8709,8829,8936,9073,9185,9303,9424,9532,9648,9765,9874,9874
2020-02-24,3,4,12,24,36,52,70,82,101,120,136,162,191,229,261,295,345,385,433,482,531,599,659,726,800,868,949,1026,1105,1183,1263,1349,1431,1519,1617,1695,1794,1908,2001,2100,2232,2336,2468,2580,2701,2834,2928,3057,3159,3263,3376,3509,3623,3731,3837,3936,4049,4167,4285,4414,4543,4663,4781,4905,5006,5117,5235,5353,5472,5589,5713,5825,5941,6052,6172,6300,6420,6569,6685,6820,6926,7053,7151,7276,7398,7519,7646,7756,7855,7971,8079,8203,8322,8436,8550,8699,8831,8954,9070,9070
2020-02-25,0,2,6,11,18,25,34,41,52,69,95,126,149,200,246,301,345,412,479,539,603,672,752,830,908,977,1063,1148,1233,1332,1423,1525,1623,1703,1819,1916,2014,2108,2222,2343,2475,2589,2721,2851,2964,3086,3200,3329,3467,3600,3733,3861,3987,4148,4267,4410,4525,4670,4810,4936,5043,5166,5286,5394,5527,5636,5780,5895,5999,6141,6265,6396,6521,6639,6751,6870,7001,7120,7232,7350,7470,7602,7712,7834,7963,8096,8230,8349,8476,8617,8748,8865,8992,9113,9244,9368,9483,9603,9733,9733
2020-02-26,1,4,12,15,17,23,28,41,59,74,98,112,128,157,185,221,262,306,349,392,436,485,542,604,662,723,779,867,939,1021,1110,1184,1257,1360,1468,1552,1652,1755,1873,1989,2113,2239,2353,2470,2588,2695,2796,2906,3022,3149,3271,3393,3541,3690,3831,3952,4060,4202,4336,4467,4585,4731,4868,4989,5150,5270,5407,5549,5675,5826,5957,6102,6229,6359,6500,6634,6735,6874,7027,7168,7307,7443,7560,7672,7795,7915,8026,8161,8303,8433,8560,8674,8799,8934,9060,9179,9298,9408,9515,9515
2020-02-27,1,5,12,22,26,34,43,52,63,89,105,127,149,170,196,223,265,310,344,386,432,468,514,566,604,649,708,745,813,869,943,994,1041,1101,1168,1254,1327,1420,1505,1587,1675,1760,1848,1942,2022,2143,2245,2331,2436,2542,2622,2742,2859,2961,3078,3177,3279,3376,3485,3582,3712,3824,3926,4047,4153,4279,4380,4494,4632,4746,4876,5007,5116,5238,5364,5477,5595,5710,5835,5948,6068,6180,6293,6425,6567,6709,6839,6973,7102,7225,7361,7492,7618,7730,7841,7979,8078,8205,8313,8313
2020-02-28,2,7,19,31,40,57,77,100,121,161,206,249,315,373,422,490,556,635,710,786,875,963,1055,1157,1256,1339,1441,1548,1645,1754,1879,1993,2104,2223,2334,2465,2587,2680,2795,2938,3076,3193,3320,3454,3550,3686,3815,3955,4070,4205,4346,4480,4619,4755,4886,5017,5140,5276,5422,5555,5679,5820,5957,6076,6208,6336,6461,6602,6718,6841,6989,7115,7245,7365,7493,7613,7744,7876,7997,8110,8223,8366,8477,8578,8795,8916,9032,9161,9276,9387,9509,9625,9747,9864,9990,10101,10206,10313,10417,10417
2020-02-29,5,29,39,62,82,107,151,181,223,257,302,361,428,494,561,632,714,792,904,970,1061,1168,1271,1363,1479,1600,1714,1842,1960,2080,2210,2353,2465,2604,2735,2882,3036,3179,3355,3539,3706,3881,4037,4211,4353,4487,4660,4793,4937,5094,5216,5402,5565,5755,5910,6062,6187,6347,6522,6687,6846,7003,7164,7299,7441,7600,7753,7896,8043,8184,8320,8447,8580,8702,8845,8987,9130,9269,9398,9540,9684,9805,9940,10096,10214,10338,10477,10612,10740,10876,10994,11132,11261,11376,11485,11594,11734,11863,11980,11980
2020-03-01,0,5,15,24,42,67,85,108,134,182,217,256,297,341,394,454,544,618,677,773,863,942,1035,1153,1262,1365,1488,1600,1715,1830,1960,2093,2212,2356,2488,2620,2766,2905,3034,3182,3326,3469,3601,3743,3884,4042,4192,4348,4499,4661,4790,4950,5100,5260,5397,5535,5655,5781,5938,6077,6221,6375,6534,6680,6822,6955,7105,7255,7383,7522,7655,7822,7962,8115,8261,8388,8523,8645,8788,8920,9047,9192,9327,9446,9562,9681,9817,9970,10105,10245,10374,10526,10658,10804,10957,11080,11189,11310,11443,11443
2020-03-02,0,0,2,4,12,19,28,48,62,86,105,140,169,219,257,293,337,392,442,506,567,625,687,745,803,877,951,1033,1108,1175,1257,1352,1440,1523,1610,1704,1807,1901,2002,2101,2207,2299,2405,2495,2582,2693,2807,2904,3003,3124,3222,3313,3414,3542,3640,3753,3846,3945,4045,4148,4254,4346,4436,4548,4662,4773,4884,5009,5120,5223,5350,5468,5570,5696,5805,5896,6021,6140,6257,6377,6482,6594,6701,6812,6925,7046,7150,7257,7386,7501,7607,7721,7842,7960,8066,8169,8281,8406,8521,8521
2020-03-03,4,13,20,30,38,59,70,93,121,146,186,232,265,307,344,393,442,492,545,584,618,678,740,791,857,920,979,1036,1095,1171,1239,1312,1394,1489,1572,1657,1737,1838,1938,2031,2153,2238,2332,2427,2523,2644,2766,2884,2999,3103,3204,3320,3428,3546,3679,3798,3909,4015,4131,4275,4406,4553,4687,4815,4942,5058,5197,5320,5446,5553,5676,5811,5907,6027,6150,6277,6395,6527,6647,6766,6885,6990,7109,7225,7351,7486,7599,7721,7847,7972,8090,8187,8304,8416,8526,8658,8773,8890,8987,8987
2020-03-04,1,11,21,25,35,52,71,84,107,130,161,182,221,258,291,331,367,409,470,520,578,654,723,778,834,894,954,1029,1090,1171,1241,1318,1389,1458,1549,1649,1725,1814,1897,1990,2085,2169,2286,2411,2525,2651,2793,2913,3016,3142,3247,3363,3511,3665,3796,3931,4059,4170,4292,4403,4523,4646,4791,4903,5006,5117,5233,5376,5502,5615,5733,5857,6003,6124,6245,6379,6510,6641,6755,6876,7006,7152,7265,7385,7489,7621,7734,7893,8011,8142,8266,8388,8504,8619,8709,8839,8992,9116,9249,9249
2020-03-05,2,10,27,41,61,77,97,124,157,181,219,261,309,341,382,432,469,523,556,595,665,719,783,848,921,981,1050,1120,1198,1278,1371,1436,1513,1597,1681,1786,1882,1968,2084,2158,2264,2366,2467,2572,2706,2814,2927,3043,3156,3277,3397,3524,3630,3757,3871,4019,4170,4298,4425,4551,4696,4834,4963,5099,5246,5373,5493,5614,5756,5859,5980,6106,6221,6360,6495,6640,6756,6884,7007,7163,7299,7421,7555,7682,7815,7950,8080,8208,8333,8447,8586,8717,8840,8979,9106,9243,9353,9484,9610,9610
2020-03-06,0,1,8,13,18,30,44,60,78,90,119,132,149,167,195,234,264,303,346,377,417,473,520,586,644,710,771,843,907,978,1040,1098,1187,1269,1341,1433,1537,1623,1714,1803,1910,2005,2113,2240,2361,2482,2591,2694,2790,2902,3024,3124,3245,3373,3494,3606,3731,3863,3977,4087,4209,4337,4472,4596,4722,4840,4977,5109,5243,5361,5465,5600,5740,5845,6056,6163,6283,6413,6534,6653,6772,6894,7009,7136,7246,7386,7493,7625,7720,7855,7995,8108,8225,8321,8450,8565,8668,8805,8921,8921
2020-03-07,3,7,14,21,29,39,56,89,124,155,190,228,273,329,389,448,508,574,640,714,800,872,951,1035,1111,1200,1293,1394,1493,1631,1746,1857,1989,2112,2252,2367,2484,2605,2724,2851,2970,3112,3231,3356,3483,3599,3720,3834,3959,4109,4226,4347,4467,4605,4753,4874,5011,5130,5251,5382,5539,5665,5813,5925,6059,6183,6306,6452,6603,6712,6838,6966,7091,7210,7342,7487,7625,7735,7847,7976,8113,8240,8385,8515,8663,8794,8923,9045,9175,9292,9429,9583,9712,9847,9982,10118,10274,10404,10545,10545
2020-03-08,0,3,8,13,20,25,32,40,48,62,81,98,119,155,190,210,250,308,352,394,433,487,536,592,657,712,775,852,920,984,1063,1127,1217,1278,1348,1423,1510,1595,1688,1780,1881,1984,2078,2163,2264,2344,2435,2540,2654,2758,2882,3000,3122,3228,3349,3477,3585,3687,3789,3897,4005,4110,4221,4338,4439,4537,4654,4774,4890,5008,5127,5252,5372,5489,5595,5720,5816,5926,6034,6153,6287,6404,6531,6641,6781,6901,7014,7129,7246,7361,7484,7615,7717,7841,7954,8074,8176,8307,8411,8411
2020-03-09,3,9,17,33,55,70,81,95,113,139,165,183,207,237,276,307,341,381,423,471,527,586,638,694,748,830,902,989,1081,1145,1217,1285,1366,1458,1535,1656,1753,1854,1949,2077,2189,2291,2404,2514,2613,2732,2847,2966,3078,3199,3316,3436,3562,3697,3820,3932,4067,4216,4332,4468,4618,4761,4911,5049,5192,5337,5488,5615,5747,5895,6025,6153,6315,6463,6628,6780,6933,7070,7229,7340,7464,7605,7736,7850,7972,8100,8236,8371,8496,8619,8765,8909,9049,9175,9310,9432,9557,9691,9830,9830
2020-03-10,0,4,9,12,23,32,43,54,73,92,111,135,152,183,213,247,286,328,372,414,469,515,553,603,670,725,794,864,942,1028,1117,1201,1293,1367,1446,1531,1623,1703,1792,1866,1953,2022,2134,2242,2329,2428,2528,2631,2742,2853,2951,3076,3170,3271,3369,3475,3574,3685,3801,3899,4007,4118,4235,4340,4456,4573,4680,4782,4895,5005,5112,5223,5357,5478,5576,5704,5812,5936,6066,6189,6307,6454,6569,6707,6835,6949,7094,7220,7354,7494,7632,7764,7911,8038,8198,8331,8447,8578,8682,8682
2020-03-11,1,5,8,16,25,34,51,71,83,104,124,143,173,192,227,262,292,324,360,396,432,468,532,585,637,691,743,801,878,944,1011,1078,1152,1218,1296,1380,1445,1503,1593,1683,1766,1835,1929,2035,2116,2211,2319,2427,2520,2627,2748,2863,2969,3072,3167,3265,3374,3498,3633,3734,3848,3960,4081,4189,4283,4390,4487,4586,4689,4779,4905,5025,5108,5222,5335,5543,5647,5759,5873,5966,6058,6171,6275,6370,6461,6577,6686,6796,6908,7021,7149,7256,7361,7444,7547,7660,7757,7885,8004,8004
2020-03-12,0,0,2,5,10,21,28,34,45,52,60,69,82,99,118,132,156,186,221,257,300,336,366,416,460,503,555,607,672,731,798,853,927,995,1060,1128,1217,1302,1383,1471,1566,1646,1739,1842,1931,2029,2131,2209,2299,2409,2510,2607,2689,2781,2883,2994,3088,3196,3302,3418,3506,3619,3716,3836,3945,4061,4182,4281,4385,4496,4623,4743,4856,4956,5083,5190,5307,5446,5576,5713,5837,5959,6092,6220,6350,6483,6613,6757,6897,7048,7178,7310,7462,7602,7736,7886,8036,8166,8322,8322
2020-03-13,0,7,18,26,34,37,41,47,52,63,74,88,104,123,143,160,186,210,232,262,299,331,366,401,434,470,514,549,603,657,701,760,813,877,938,1029,1110,1181,1237,1301,1398,1488,1578,1673,1762,1838,1918,2006,2099,2199,2296,2391,2498,2620,2723,2822,2934,3024,3126,3226,3325,3451,3575,3678,3804,3926,4049,4166,4261,4389,4518,4620,4738,4848,4987,5108,5224,5346,5461,5592,5697,5837,5983,6119,6268,6404,6558,6778,6917,7047,7183,7310,7474,7651,7811,7935,8086,8225,8369,8369
2020-03-14,1,10,18,26,41,54,71,90,111,131,162,181,208,239,272,303,334,382,425,483,545,611,686,758,820,888,974,1075,1157,1228,1307,1405,1506,1615,1732,1850,1955,2062,2159,2260,2355,2472,2584,2688,2817,2916,3032,3137,3264,3379,3500,3607,3726,3854,3987,4121,4227,4328,4446,4586,4714,4860,5004,5141,5279,5406,5526,5652,5754,5874,5999,6113,6225,6347,6476,6624,6744,6847,6995,7115,7239,7373,7508,7629,7740,7864,8000,8138,8256,8374,8493,8621,8727,8847,8963,9049,9185,9324,9442,9442
2020-03-15,0,6,14,24,33,43,49,66,72,84,97,109,125,132,149,171,191,222,246,278,310,344,388,434,473,517,571,624,665,719,776,835,891,953,1005,1065,1125,1187,1267,1361,1459,1553,1642,1740,1815,1902,2007,2103,2214,2314,2403,2498,2585,2688,2772,2885,2992,3096,3195,3296,3375,3469,3581,3711,3811,3923,4044,4165,4280,4413,4536,4663,4782,4909,5021,5147,5273,5389,5521,5653,5782,5889,6005,6124,6251,6370,6500,6657,6785,6898,7012,7138,7257,7387,7527,7655,7783,7900,8015,8015
2020-03-16,0,0,0,7,13,18,24,37,44,58,69,81,92,106,129,145,173,189,215,237,265,290,330,358,391,429,468,504,557,608,648,705,756,795,854,910,990,1061,1118,1181,1255,1327,1404,1463,1523,1591,1664,1736,1853,1934,2030,2131,2238,2330,2416,2498,2586,2687,2795,2898,3000,3103,3203,3298,3409,3508,3612,3715,3828,3938,4042,4146,4250,4350,4459,4554,4660,4769,4856,4975,5087,5191,5308,5415,5515,5624,5738,5841,5954,6057,6181,6296,6395,6495,6610,6736,6840,6973,7084,7084
2020-03-17,1,2,6,10,14,18,26,38,46,59,78,96,122,146,170,191,207,239,269,299,341,385,428,474,528,578,616,664,717,776,852,912,978,1064,1125,1197,1281,1363,1448,1522,1598,1671,1761,1850,1926,2003,2091,2190,2288,2377,2474,2587,2701,2806,2904,3006,3092,3185,3277,3364,3460,3552,3639,3742,3854,3948,4042,4134,4244,4340,4446,4531,4628,4712,4803,4884,4968,5079,5175,5278,5380,5461,5550,5652,5726,5821,5905,5993,6084,6183,6279,6394,6487,6577,6669,6762,6858,6957,7035,7035
2020-03-18,0,4,8,12,20,30,41,58,74,107,128,165,196,229,262,311,351,400,447,508,556,605,660,736,809,866,921,995,1060,1150,1213,1286,1372,1463,1564,1657,1750,1822,1931,2018,2116,2220,2342,2472,2588,2708,2814,2922,3048,3173,3309,3417,3532,3653,3771,3900,4018,4155,4287,4398,4531,4661,4797,4930,5059,5185,5331,5473,5628,5772,5906,6050,6203,6355,6513,6668,6823,6979,7124,7292,7453,7625,7782,7930,8073,8214,8371,8530,8672,8820,8959,9126,9263,9406,9544,9693,9831,10000,10146,10146
2020-03-19,1,6,13,19,29,33,42,56,62,80,118,135,163,193,224,262,303,354,404,458,498,546,601,673,729,783,853,915,976,1038,1106,1178,1263,1347,1430,1534,1613,1707,1780,1870,1978,2086,2181,2292,2392,2495,2586,2693,2815,2924,3030,3153,3264,3390,3493,3611,3737,3852,3980,4110,4233,4370,4514,4634,4741,4866,4976,5115,5232,5358,5474,5595,5692,5831,5955,6096,6220,6349,6484,6612,6751,6887,7021,7160,7316,7454,7582,7720,7861,8002,8128,8256,8399,8529,8676,8831,8961,9083,9218,9218
2020-03-20,1,6,9,17,32,44,56,66,77,94,112,132,156,189,207,237,272,316,356,411,450,503,559,606,669,735,804,870,929,995,1076,1153,1242,1344,1450,1575,1698,1805,1926,2030,2151,2256,2375,2508,2621,2750,2882,3022,3137,3242,3351,3471,3592,3731,3825,3952,4076,4194,4350,4480,4644,4766,4939,5070,5202,5340,5487,5643,5785,5926,6072,6203,6361,6502,6653,6806,6959,7137,7308,7471,7616,7781,7911,8083,8215,8364,8525,8654,8796,8929,9054,9191,9347,9480,9628,9776,9924,10061,10206,10206
2020-03-21,2,6,13,22,29,33,42,54,73,91,123,156,198,241,277,311,352,413,459,520,594,674,737,795,872,938,1020,1108,1186,1281,1373,1480,1584,1675,1779,1878,1983,2096,2187,2286,2388,2500,2623,2754,2864,2967,3075,3188,3291,3419,3559,3683,3797,3914,4035,4144,4245,4382,4506,4639,4774,4912,5038,5157,5276,5389,5509,5636,5760,5899,6028,6144,6247,6359,6480,6584,6716,6831,6968,7106,7216,7323,7442,7552,7662,7777,7902,8038,8181,8297,8425,8547,8662,8794,8940,9063,9176,9277,9384,9384
2020-03-22,2,9,17,27,36,45,52,72,84,92,106,116,140,161,182,210,229,252,277,301,324,353,389,425,466,495,547,606,651,707,752,805,861,914,971,1021,1078,1125,1186,1269,1350,1411,1486,1566,1636,1716,1803,1876,1949,2026,2100,2177,2258,2345,2418,2493,2569,2643,2722,2806,2875,2943,3026,3111,3192,3263,3332,3412,3502,3579,3664,3756,3839,3922,4013,4107,4188,4261,4357,4430,4516,4609,4705,4803,4892,4975,5075,5158,5256,5365,5474,5582,5687,5788,5998,6116,6221,6309,6416,6416
2020-03-23,2,6,12,21,28,38,45,51,67,78,93,103,120,151,170,198,220,253,296,341,391,432,471,523,574,620,667,733,778,849,914,979,1041,1110,1168,1229,1310,1382,1470,1571,1660,1742,1838,1922,1996,2079,2180,2281,2365,2463,2534,2620,2717,2813,2904,2990,3080,3176,3284,3384,3486,3599,3697,3783,3877,3983,4078,4164,4259,4337,4454,4564,4668,4780,4876,4978,5084,5193,5326,5430,5535,5641,5729,5828,5925,6012,6131,6235,6343,6455,6571,6676,6767,6885,6993,7099,7212,7314,7422,7422
2020-03-24,4,14,17,26,37,52,63,79,100,122,150,178,213,254,300,346,379,433,484,543,593,640,701,762,816,870,957,1031,1121,1197,1269,1352,1430,1515,1611,1700,1790,1897,1996,2082,2173,2264,2357,2459,2559,2670,2784,2880,2999,3137,3265,3385,3502,3630,3742,3868,3987,4115,4225,4352,4484,4645,4783,4914,5046,5202,5345,5489,5623,5763,5919,6061,6180,6321,6440,6550,6694,6833,6970,7086,7208,7335,7463,7584,7709,7838,7970,8114,8248,8393,8539,8682,8795,8928,9062,9201,9334,9472,9619,9619
2020-03-25,0,4,9,17,26,36,48,58,65,80,92,116,139,167,196,243,289,342,388,427,473,527,570,618,660,704,745,811,883,964,1028,1097,1179,1252,1323,1404,1493,1605,1700,1798,1902,2000,2105,2217,2326,2443,2544,2655,2755,2852,2969,3094,3201,3309,3432,3530,3661,3772,3881,3977,4077,4198,4315,4409,4518,4637,4748,4861,4977,5078,5186,5287,5416,5541,5663,5770,5851,5953,6063,6179,6285,6404,6508,6610,6706,6830,6933,7029,7133,7237,7345,7455,7562,7674,7803,7922,8041,8154,8269,8269
2020-03-26,3,9,13,23,32,43,63,89,115,133,148,169,207,235,267,298,330,372,412,470,517,572,632,702,771,816,882,956,1015,1086,1145,1205,1268,1348,1427,1505,1563,1652,1725,1819,1930,2023,2133,2235,2351,2480,2578,2687,2819,2932,3050,3161,3253,3369,3504,3625,3739,3868,4009,4128,4245,4361,4470,4593,4738,4887,5007,5130,5253,5370,5481,5590,5722,5876,5990,6128,6254,6400,6527,6655,6783,6916,7040,7176,7294,7429,7562,7716,7858,7996,8127,8263,8395,8529,8638,8762,8892,9015,9142,9142
2020-03-27,1,2,8,17,28,51,66,78,102,128,156,187,216,247,288,337,380,428,481,537,598,659,716,779,838,906,978,1054,1140,1224,1313,1424,1518,1619,1717,1799,1890,1995,2082,2173,2255,2369,2458,2562,2666,2773,2886,2984,3089,3211,3321,3419,3513,3612,3729,3831,3934,4046,4153,4255,4352,4470,4578,4671,4775,4880,4965,5067,5182,5276,5374,5491,5603,5706,5796,5904,6001,6099,6209,6326,6430,6526,6627,6728,6824,6923,7028,7134,7242,7357,7467,7563,7672,7774,7886,7995,8119,8211,8304,8304
2020-03-28,1,9,17,30,47,63,87,104,128,155,192,212,245,275,336,382,424,469,517,584,645,714,776,847,927,1000,1083,1183,1262,1342,1453,1546,1628,1716,1834,1950,2057,2180,2278,2395,2502,2619,2741,2857,2979,3123,3263,3395,3521,3675,3806,3950,4086,4218,4357,4483,4609,4743,4886,5036,5170,5333,5494,5657,5826,5984,6123,6256,6388,6530,6688,6836,6976,7111,7263,7411,7556,7707,7830,7972,8099,8253,8422,8575,8719,8861,9020,9176,9308,9447,9599,9737,9882,10033,10177,10348,10479,10638,10782,10782
2020-03-29,1,11,21,35,45,54,66,83,102,135,167,200,231,270,318,351,386,427,469,516,578,636,698,773,836,906,988,1055,1145,1214,1292,1377,1455,1530,1626,1734,1827,1916,2003,2075,2182,2264,2347,2449,2569,2702,2811,2923,3028,3151,3285,3405,3521,3623,3743,3855,3967,4086,4206,4323,4451,4569,4675,4790,4904,5020,5137,5265,5374,5470,5577,5676,5785,5902,6033,6156,6283,6417,6540,6656,6770,6878,6995,7121,7235,7367,7487,7614,7750,7847,7979,8101,8233,8343,8471,8691,8813,8923,9058,9058
