285446,13993,2064,938,533,350,291,193,177,156,126,109,99,82,72,65,59,42,64,1324
51254,6901,636,130,48,23,14,7,9,5,4,1,2,0,0,2,3,1,1,9
13493,1767,530,73,25,9,13,8,3,0,3,1,2,1,0,2,2,0,0,7
7071,949,173,144,26,18,8,4,6,1,1,1,0,1,1,0,0,0,0,4
5116,555,117,48,56,14,4,5,5,1,1,0,1,0,0,0,0,0,0,1
2786,327,95,33,15,33,13,4,3,2,0,1,0,1,1,0,0,0,1,4
1584,230,89,23,14,8,13,4,4,0,0,0,3,0,0,0,0,0,0,2
1211,180,51,22,7,10,5,9,1,0,1,3,2,0,2,0,0,0,0,1
895,129,35,16,8,5,0,5,10,1,0,0,0,0,0,0,0,0,0,2
598,111,27,21,3,1,4,1,3,2,2,0,1,0,0,0,0,0,0,1
448,81,24,16,4,1,2,3,2,2,2,0,0,0,0,0,0,0,0,2
390,62,30,12,7,4,1,4,4,1,2,2,1,1,1,0,0,0,0,0
291,44,18,8,11,2,0,1,2,0,1,0,3,1,0,1,1,0,0,0
278,40,24,4,9,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
201,30,17,8,1,4,1,2,1,2,0,0,1,0,2,0,0,0,0,3
175,32,10,6,1,2,2,1,1,1,1,0,1,0,1,1,0,0,0,3
166,27,12,5,1,2,5,1,0,0,0,0,1,0,2,0,0,0,0,1
126,28,13,7,1,9,3,1,0,0,2,0,1,0,0,0,0,1,1,2
111,26,8,1,6,1,5,0,1,0,1,0,0,0,0,0,0,0,0,2
1374,262,108,54,30,32,23,20,19,16,14,19,17,16,6,14,7,9,7,158
