288783,12811,1527,544,371,262,158,116,114,80,58,72,61,51,43,44,37,33,28,886
45848,7966,633,139,59,32,18,8,4,9,4,11,9,1,4,3,3,3,1,17
8198,1511,802,90,31,15,8,1,1,1,4,4,1,1,2,3,2,1,1,10
2716,674,188,189,34,14,15,4,6,2,1,0,0,1,1,0,0,0,1,7
1403,358,113,53,81,13,3,2,3,0,1,0,1,3,0,0,2,0,0,1
816,204,83,29,13,34,8,3,2,3,1,1,0,0,2,1,0,0,1,2
579,141,92,26,7,6,16,4,2,1,1,1,0,0,0,0,0,0,0,5
426,97,48,34,6,3,4,5,2,1,0,1,1,0,1,0,0,0,0,18
266,93,71,29,15,4,3,0,6,1,1,1,0,0,0,0,0,0,0,13
280,69,23,32,9,3,2,4,1,4,0,0,0,0,1,0,0,0,0,3
191,34,15,16,9,2,3,0,1,0,4,0,1,0,0,0,0,0,0,2
156,33,11,14,5,4,1,1,1,0,0,3,0,1,0,0,0,0,0,2
160,23,3,4,3,1,0,0,0,0,2,1,4,0,0,0,0,1,0,1
132,12,3,3,2,4,3,1,3,0,1,1,0,0,1,0,0,0,0,1
108,11,8,1,4,1,1,1,1,0,0,1,0,1,3,0,0,0,0,4
76,9,3,3,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,4
85,7,4,2,3,3,0,0,2,0,0,0,0,0,0,0,3,0,0,1
66,11,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2
52,3,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1914,100,41,26,20,12,8,6,10,9,5,3,19,56,4,2,4,1,2,127
