294688,17335,2070,775,412,251,185,163,110,105,85,74,70,69,42,42,29,55,34,974
47932,10224,782,171,86,38,16,19,10,4,6,5,5,1,2,3,1,1,1,14
8583,2112,928,122,46,11,7,6,4,1,5,2,1,0,1,0,1,1,0,13
3285,904,269,239,32,11,6,2,1,2,0,1,0,0,3,1,0,0,0,3
1648,417,161,83,102,16,10,4,1,3,2,0,0,2,0,0,0,1,0,5
941,252,150,43,19,42,7,4,5,3,0,0,0,0,0,0,0,0,0,1
606,151,109,41,16,8,21,4,1,1,2,0,0,0,1,0,0,0,0,0
446,90,68,45,13,9,3,18,3,1,0,2,1,0,0,1,0,0,0,0
364,70,47,34,11,8,1,7,8,3,1,1,0,0,1,1,0,0,0,5
252,51,38,19,12,5,0,2,2,9,0,0,0,0,1,2,0,0,0,0
220,28,8,15,6,7,3,1,1,3,5,0,0,0,0,0,0,0,0,2
203,26,11,9,7,4,2,4,3,0,1,1,2,1,1,1,0,0,0,1
196,21,11,8,5,3,1,1,2,1,2,1,8,0,0,0,0,0,0,1
183,20,7,5,2,1,1,1,1,1,0,1,1,2,0,1,0,0,0,2
206,16,7,2,1,2,2,1,1,0,0,1,1,0,1,1,1,0,0,0
187,16,9,3,2,3,2,1,2,2,0,1,0,0,0,1,1,0,1,0
141,10,4,4,2,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1
133,10,2,2,2,1,2,2,0,0,1,0,0,0,1,0,0,0,0,2
111,11,5,2,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1531,130,48,31,21,17,13,7,8,11,7,6,7,12,4,3,4,2,10,152
