,rf_betti_prediction_3,xgbt_betti_prediction_3,gp_betti_prediction_3,enet_betti_prediction_3,rf_betti_prediction_5,xgbt_betti_prediction_5,gp_betti_prediction_5,enet_betti_prediction_5,rf_betti_prediction_7,xgbt_betti_prediction_7,gp_betti_prediction_7,enet_betti_prediction_7
1,9.507138875214313,8.363253773016517,9.908198323011257,10.01532216734998,9.379142302999659,11.356038024301213,10.592103874841065,10.606478420843723,9.833447282418945,12.898345793889618,10.857746406323928,11.024647033367605
2,12.389209842071438,13.647114364170545,12.685123348598115,12.295021904069678,12.9622856574041,14.513978310795768,12.799048571449037,12.680469830668253,12.593972779790569,13.241727960315451,14.134085884087789,14.13471061908489
5,16.951844527611367,18.876066815878247,16.313655783772557,15.959974441070555,18.465904297889846,19.3120327613382,17.775888590548682,17.35787733341654,16.790416276618398,16.446360492142325,19.858829953118857,20.036630433719424
7,18.547644427882243,22.33996121723357,21.177188022804142,21.168452169544523,18.93779075654699,20.641799029820536,21.944339517962568,22.352381130321508,17.97534717545516,20.50641286890518,24.418247268774977,25.50228873903882
10,19.80940050660671,21.33031147217499,25.01185906175527,25.296862127313158,18.42741685890464,20.478566348440996,24.881620931156352,25.583709249691253,19.67116183183267,20.914426652134168,27.95169980131817,28.941210344198506
15,25.301561891644624,24.873695003456966,34.27913938027746,34.97790951755315,24.35582673067285,23.693655202922997,33.81680797377721,34.658274657886714,24.733135185536433,22.372612477368396,34.27999086805905,34.79188027920558
20,29.21690275357406,29.38729795762108,40.3610881687509,40.75410602221776,27.574940267009687,26.769187044062434,40.43331541478415,38.59801007510206,28.310642164462557,29.596210958921752,36.66146886861255,36.8589931841005
25,31.882904315751386,31.38582109209507,47.52386119999551,44.57425742640813,31.35061717950781,35.43937054146137,43.55920982005555,44.164293573396186,31.124123815164694,33.9124758109018,45.35328829167566,45.28467028833954
30,35.40433582677548,35.178787775803194,55.282769576038255,55.07276831924311,34.61580719383883,35.50285199811418,56.928004663838045,56.05052083786628,37.879614181534976,32.130562504802185,57.33621115743878,57.24438846921554
