,rf_base_prediction_3,xgbt_base_prediction_3,gp_base_prediction_3,enet_base_prediction_3,rf_base_prediction_5,xgbt_base_prediction_5,gp_base_prediction_5,enet_base_prediction_5,rf_base_prediction_7,xgbt_base_prediction_7,gp_base_prediction_7,enet_base_prediction_7
1,9.304483549012396,9.630508772580502,8.514598531870393,8.528927935491575,9.412900072535361,9.632252746307584,9.535375803243875,9.538448343192275,9.65290010292599,9.701685179003697,9.915078000198228,10.005589897325306
2,11.858974086787248,13.716734618477897,10.845910512389342,10.689991906990542,11.847628741704472,11.019687194261687,11.91513796619383,11.781552833121172,12.73882186193963,11.651627769865462,12.765772974588339,12.693617488257416
5,15.980060367331257,18.171965014824345,14.594420169930137,14.629166657774627,14.541685826578867,13.454146665619488,16.8090988798793,16.75052465661229,13.93138360533216,12.76604229734102,17.601577759633717,17.949925467967255
7,16.287229052402562,19.91183791272167,18.694766754706578,18.703046170090023,15.487385244074684,14.765275458825684,19.942467405895783,20.24952305368554,14.564494732893271,16.012376194876573,21.001674793826215,21.52172250777109
10,15.892174048249267,17.78474537261498,22.710057067795955,23.15538464110422,16.02169084544858,17.475168767067746,24.59014849179532,25.06593571120301,18.04174228306044,19.05699408189812,27.082722751117988,27.594725811797222
15,23.44686147939367,22.839339519511068,33.7672939942045,34.045691090301744,23.190798259450354,21.429898433613726,34.72984965780459,36.035347561718396,23.994293471334014,22.966823898832857,35.873572907192056,36.16720917418814
20,25.56656877408913,25.287165562543777,40.053126278424344,41.20531878659902,26.235674421309472,24.469605668308184,39.96078254534124,40.50273661757714,27.084303760254645,28.167508154343366,38.23804694737981,38.92143106733307
25,30.98697856035537,31.597726629063047,44.337789828277046,45.56372394515548,30.182713375090337,33.93288988024745,45.057617899111584,45.88649188500266,30.875069359190626,34.20082235853401,46.226124669692155,46.52799726702287
30,33.91978713068062,36.38957182353208,54.71849683263244,55.83777899605947,33.4549058854183,34.6875720719972,56.261592955236594,56.22294255347629,35.494700988692685,32.441792827693725,56.76179627753725,56.64147519532262
