3421605694732,325390204863192,14074581804732,14162227386619,9113130505405,6707389942180,5268657709202,2005647034767,1183350453604,768521880776,1368599310218,914684484168,322998419034,125396232124,55234670750,544959018761,19916358294,229902569876,45814891264,730680433731
522683378125,14000911244623,5694475591410,10639276373,13148360004,731559957007,1814606956,12223449831,7489176447,2708397088,5545331614,6739898400,0,0,2142787538,0,2101470689,0,0,84771229553
378249476110,1932654704075,1064841164477,7586006324,11618557890,43197304272,4597400084,1752886693,439016868,1431490998,0,0,0,5121861,50844400,0,0,0,3262909646,39254009325
257686859129,1763967337109,427718101583,8375200863,3556723252,36244651622,5239735674,815753160,1984504453,0,5433285830,85185087,2882319827,0,0,0,0,0,5636338754,6820991802
282054267847,1108803765065,266474116999,2722292887,2873775069,8705907868,3881807439,18345499565,7432110159,737577922,0,0,0,0,1697694288,3747922796,187078176,0,3061957000,12046659197
336576962729,452270058205,145031642013,11590235832,9982283813,3702173936,2418441947,4948859052,748380140,0,896090000,0,0,0,0,0,0,0,6545039956,337692533
136862516485,381340690200,72499335764,10192923690,3921657363,6418090059,6947885135,5598533041,2318488041,5881994527,1790891688,12463482410,0,0,0,11238340144,9480234159,178810799,0,2401582567
20758288867,249351756878,63499177272,7718798405,4196496725,2205623268,15872942304,6307965168,3802530750,289888760,3229857963,3352228468,0,0,0,7248797458,4264651015,75620000,3158323399,3167601139
52408479348,162523946627,69483345432,2543094173,1300046697,18432058440,668511776,6455891649,0,0,2011840443,0,1812239007,0,0,756760257,3670416877,4057966827,5361201654,3788273048
26327219862,173967748542,49935574368,0,0,3136871261,2159412469,4670061715,102439072670,0,1183201161,3366676367,0,0,1552760842,3090289008,11619019429,596408532,1798973328,3638633062
25531102388,92092042986,50432003066,329906117,1557681959,0,610802249,975208686,2936320000,500558812466,340765568,0,0,0,0,19685558924,4131496375,5056545209,8395938885,14961529747
68250071767,111304630816,16562904819,2001268180,2253447729,0,2844528555,0,0,460338859,0,2220586368,0,0,0,15556652737,4025975714,889466256,14767746520,355239658
110683585056,97743297538,28189669216,0,131110000,0,0,0,0,0,1237049374,0,0,0,0,21083023110,16494123049,338240996,1060698525,828698920
10694392310,35697305066,40975789866,668025344,212400906,918614125,4377296019,133320128,0,0,0,0,0,0,0,0,9699387940,594489636,1275686454,7889630404
7649584273,105521478203,17313854128,0,0,0,0,0,0,1278240745,0,0,7356479922,0,0,18520773684,3188210288,8907969660,1076021395,326219715
2393550653,35728613616,5791169781,950398176,0,0,0,877490338,0,1795357864,2968445404,0,0,0,0,1624411970,25709482534,0,8891536668,5999739636
143219701162,37795068559,4408008470,0,0,0,5738638574,0,0,0,0,0,0,0,0,7464382567,8442781822,8772952458,7141278003,5679857986
12470218879,51784134310,3893660785,0,0,0,0,0,5688959022,0,5884148166,0,0,0,0,0,7642984619,1129520876,0,1181873041
10225395895,289120273825,0,0,0,0,0,5909138602,0,0,0,0,0,0,0,0,1645133302,127220830,0,4564414298
1878298489681,1882485010115,470630869500,11490177900,12315999242,260314150922,55933037895,12500418991,89777091965,26555498483,34295716868,9944129269,47379808327,19389539850,27919071527,101120898997,119683511677,43055486558,15078948330,70284013731
