583,5880,55,22,3,0,0,2,0,0,0,0,1,0,1,1,0,0,0,55
125,475,1,5,2,3,0,0,0,1,0,0,0,0,2,0,2,0,0,6
54,256,5,3,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,5
22,163,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
