11003,103190,1421,491,359,326,290,264,226,181,335,73,75,42,29,25,16,13,12,339
3619,40145,7001,281,196,198,84,83,66,59,52,39,11,6,4,3,2,1,1,126
1922,8713,1155,45,31,26,25,14,21,25,14,6,8,5,6,1,2,3,0,48
768,4050,177,121,15,11,11,22,14,13,6,2,3,1,1,1,0,1,0,21
479,2380,107,21,9,6,5,9,4,5,1,3,1,0,0,0,1,1,0,11
1057,1330,85,12,6,1,4,3,4,2,1,0,0,1,0,0,0,0,0,8
204,749,31,11,7,2,2,2,1,2,4,0,0,0,0,0,0,0,0,11
184,562,23,6,2,3,0,2,1,3,0,0,0,0,0,1,0,0,0,22
124,421,16,6,5,2,1,0,0,0,1,0,0,1,0,0,0,2,0,26
87,347,7,4,4,1,1,0,0,0,0,0,1,3,0,0,0,0,0,34
63,246,3,0,2,2,0,1,0,1,34,0,0,5,0,0,0,0,0,59
70,201,4,2,1,3,0,1,0,0,0,1,1,15,0,0,0,0,1,51
1461,150,3,2,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,61
52,115,6,1,0,0,0,0,1,0,0,1,0,25,0,0,0,0,0,73
49,90,3,0,1,0,0,0,0,0,1,0,0,16,0,0,0,0,1,79
27,74,2,1,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,106
34,67,0,0,1,0,0,0,0,0,2,0,0,12,0,0,0,0,0,121
24,61,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,139
34,62,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
830,937,26,16,18,9,3,1,2,0,2,2,2,4,1,5,9,4,8,460
