19488,89796,2366,698,441,298,190,181,191,147,1050,101,95,78,88,75,59,57,50,768
2603,17676,569,220,139,103,83,52,48,43,42,25,7,17,11,12,19,16,12,121
1884,5716,240,87,37,44,10,10,3,9,5,5,5,2,5,5,2,2,5,66
511,2770,97,66,14,25,7,13,4,2,2,3,1,1,0,2,0,1,1,26
527,1787,49,13,16,18,10,7,3,8,3,1,2,0,0,0,0,0,0,19
227,1063,23,10,5,8,8,7,4,5,0,1,1,0,1,0,1,0,1,8
136,617,14,6,3,8,4,11,3,3,1,3,0,0,0,0,0,1,0,15
107,475,8,4,5,8,3,3,0,4,0,2,1,0,0,0,0,0,0,18
106,312,12,5,3,5,0,6,0,0,0,1,0,1,0,0,0,0,2,26
72,237,12,4,4,1,2,4,1,4,0,2,0,2,0,1,0,0,1,24
51,184,6,3,10,5,1,4,3,6,2,2,2,0,0,0,0,0,0,34
53,169,1,3,2,6,6,8,2,0,4,1,0,0,0,0,0,0,0,44
46,144,2,1,2,4,4,2,2,4,0,0,2,1,0,0,0,0,0,44
23,106,0,0,8,4,4,4,3,3,0,1,1,2,0,1,0,0,0,56
29,78,2,1,1,4,3,5,3,1,2,0,0,0,0,0,0,0,0,61
31,78,2,1,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,86
23,55,0,0,0,0,1,2,1,1,1,0,2,0,0,0,0,0,0,101
17,65,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,95
18,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84
1182,929,7,6,2,0,1,1,1,3,8,2,0,1,0,3,4,7,3,246
