4541,38895,593,448,260,162,72,31,33,26,36,24,17,8,18,11,5,7,1,271
1303,16571,4408,47,24,116,11,7,2,4,3,2,2,0,2,0,0,1,0,25
577,3871,565,26,24,46,27,22,14,9,15,8,9,3,7,1,0,2,0,13
298,2156,176,18,16,28,14,10,16,13,15,2,1,5,7,0,1,2,0,6
198,983,70,14,10,10,11,4,9,2,3,3,4,1,1,3,3,3,1,8
256,588,38,10,5,4,6,7,5,2,0,0,1,2,0,1,2,0,0,8
50,340,20,8,5,2,1,5,6,0,2,0,1,0,0,2,3,2,3,11
47,222,16,2,1,3,2,5,2,0,3,0,3,0,0,1,0,5,1,12
53,165,9,1,4,1,3,3,3,2,1,0,1,0,0,1,3,4,2,8
36,122,5,0,3,1,2,1,2,0,2,0,0,0,0,5,2,2,0,5
24,117,2,2,0,1,1,3,0,0,0,0,0,0,0,2,3,2,2,4
28,96,3,1,1,1,1,0,0,1,0,0,0,0,0,2,4,3,1,4
30,78,2,0,1,0,0,0,0,0,1,0,0,0,0,2,7,2,4,6
16,49,4,1,0,0,0,0,0,0,2,0,0,0,0,5,1,2,1,5
12,49,4,2,0,1,1,0,0,0,0,0,0,0,0,6,3,1,4,10
11,34,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,1,2,7
8,18,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,6
9,39,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,2
10,20,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,3,1,3
170,356,9,1,5,8,2,5,10,11,7,13,7,6,12,6,11,12,9,20
