,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2020-02-10,2,7,14,23,38,67,83,108,136,164,200,233,283,341,377,421,492,539,612,676,742,804,859,922,971,1034,1101,1161,1237,1310,1391,1462,1542,1756,1828,1895,1977,2068,2164,2389,2476,2709,2942,3037,3126,3225,3318,3417,3505,3597,3702,3786,3875,3979,4083,4166,4261,4367,4597,4706,4782,4879,4973,5061,5149,5241,5344,5436,5513,5597,5683,5783,6018,6101,6326,6408,6473,6565,6665,6744,6822,6893,6985,7062,7131,7201,7275,7351,7414,7497,7571,7627,7844,7909,8000,8073,8146,8218,8277,8277
2020-02-11,10,21,52,77,104,145,177,215,251,301,335,390,438,481,531,582,645,699,769,852,918,988,1062,1128,1205,1267,1322,1375,1447,1528,1609,1681,1774,1869,1948,2049,2117,2227,2334,2414,2523,2639,2872,2949,3174,3263,3360,3470,3592,3695,3941,4060,4169,4554,4668,4765,4873,4976,5078,5157,5255,5324,5415,5496,5702,5772,5859,6081,6165,6254,6329,6410,6479,6554,6622,6690,6775,6853,6920,7007,7079,7152,7231,7309,7377,7451,7519,7590,7673,7746,7836,7901,7970,8036,8111,8177,8239,8305,8366,8366
2020-02-12,6,16,24,39,64,89,109,134,168,189,221,254,285,316,345,395,439,492,546,584,618,675,731,792,860,922,983,1050,1115,1176,1247,1325,1418,1504,1584,1652,1723,1816,1905,1989,2095,2173,2263,2346,2438,2533,2618,2715,2815,2902,2992,3083,3184,3288,3378,3486,3588,3683,3771,4011,4111,4219,4314,4428,4523,4625,4725,4951,5047,5156,5266,5369,5595,5799,5887,5993,6104,6201,6294,6394,6475,6576,6674,6767,6856,6946,7030,7108,7200,7296,7389,7591,7674,7752,7833,7936,8133,8236,8312,8312
2020-02-13,4,7,15,24,28,36,56,65,84,98,120,147,177,216,243,264,306,350,394,433,481,546,614,681,736,801,867,929,988,1048,1119,1189,1243,1312,1371,1455,1671,1753,1834,2058,2130,2210,2284,2359,2425,2511,2589,2675,2773,2873,2977,3193,3298,3387,3461,3548,3635,3729,3945,4033,4123,4224,4326,4415,4502,4588,4675,4772,5010,5241,5335,5431,5507,5598,5670,5757,5831,5918,5996,6073,6151,6207,6284,6373,6465,6543,6618,6692,6781,6854,6943,7023,7230,7302,7386,7450,7658,7731,7809,7809
2020-02-14,10,27,45,69,86,116,137,156,174,200,224,251,285,307,346,383,423,477,526,575,621,688,741,806,854,913,948,1015,1077,1143,1222,1283,1359,1434,1661,1869,1939,2025,2109,2186,2264,2491,2573,2641,2718,2802,2914,2998,3063,3147,3235,3606,3689,3774,3854,3946,4019,4118,4199,4293,4402,4500,4719,4939,5035,5133,5360,5455,5528,5617,5700,5797,5886,5971,6056,6165,6249,6313,6416,6515,6612,6689,6777,6866,7102,7194,7280,7503,7583,7664,7746,7834,7923,7993,8070,8144,8211,8291,8369,8369
2020-02-15,2,17,37,55,68,88,112,136,159,189,233,263,309,359,418,463,522,576,643,700,777,835,890,951,1151,1213,1281,1361,1458,1545,1620,1691,1778,1873,1949,2031,2116,2190,2262,2339,2432,2508,2626,2724,2833,2947,3041,3141,3235,3341,3430,3539,3627,3712,3795,3870,3945,4027,4123,4209,4285,4353,4457,4543,4616,4693,4767,4848,4912,5126,5222,5289,5381,5465,5537,5606,5668,5757,5828,5900,5962,6038,6100,6309,6394,6457,6542,6610,6685,6763,6843,6897,7113,7167,7232,7309,7506,7565,7621,7621
2020-02-16,1,8,23,45,60,84,116,152,179,212,239,277,317,376,414,467,528,589,647,699,762,815,876,946,1002,1062,1131,1336,1416,1640,1848,1923,1998,2065,2155,2230,2311,2387,2452,2538,2615,2706,2766,2857,2935,3026,3113,3186,3260,3373,3456,3670,3764,3854,3932,4018,4099,4311,4387,4465,4691,4775,4865,4940,5021,5095,5156,5246,5334,5419,5504,5600,5683,5763,5856,5946,6039,6122,6215,6298,6377,6464,6537,6634,6720,6788,6873,6967,7032,7106,7186,7266,7335,7424,7648,7725,7794,7864,7937,7937
2020-02-17,1,9,23,34,42,58,78,99,136,164,195,238,273,298,330,354,395,434,489,541,589,631,691,745,804,852,896,963,1162,1230,1316,1372,1453,1511,1570,1636,1730,1814,1892,1969,2036,2405,2488,2576,2783,2856,2937,3015,3092,3168,3247,3312,3385,3466,3682,3755,3831,3901,3980,4045,4133,4212,4297,4395,4484,4550,4623,4712,4808,4887,4984,5217,5311,5384,5615,5691,5764,5844,5914,6001,6097,6180,6255,6354,6431,6516,6731,6937,7014,7096,7169,7235,7298,7393,7465,7558,7637,7702,7781,7781
2020-02-18,2,6,18,29,37,52,81,115,140,166,198,243,281,318,374,423,465,526,585,644,699,769,826,877,950,1009,1086,1155,1216,1278,1486,1580,1643,1733,1955,2030,2104,2186,2285,2371,2448,2515,2597,2681,2768,2868,2945,3016,3084,3168,3248,3337,3427,3646,3727,3798,3862,3931,4009,4088,4167,4237,4306,4368,4451,4668,4743,4805,4882,4958,5053,5120,5198,5289,5364,5445,5673,5743,5805,5889,5958,6196,6264,6330,6397,6474,6541,6618,6691,6756,6829,6896,6975,7189,7254,7320,7393,7455,7533,7533
2020-02-19,1,7,22,33,44,65,80,103,131,163,187,211,235,272,318,357,406,434,469,523,571,620,669,715,772,816,858,901,951,1004,1218,1278,1320,1368,1430,1492,1560,1621,1672,1739,1800,1858,1933,2142,2192,2258,2325,2391,2453,2517,2582,2659,2727,2798,2879,2947,3026,3094,3157,3229,3287,3350,3416,3641,3707,3926,3992,4065,4136,4209,4286,4367,4423,4639,4713,4781,4853,4911,4970,5041,5107,5178,5237,5306,5382,5435,5492,5561,5625,5700,5761,5826,5895,5956,6017,6076,6155,6219,6281,6281
2020-02-20,7,24,36,55,80,102,123,152,173,195,224,262,298,340,374,407,448,495,530,571,607,658,707,764,813,873,928,990,1050,1129,1198,1254,1306,1364,1428,1497,1703,1783,1881,1953,2031,2104,2312,2380,2460,2540,2612,2690,2782,2883,3121,3208,3311,3398,3478,3564,3810,3898,3974,4057,4141,4233,4310,4389,4476,4839,4947,5052,5148,5226,5296,5377,5465,5564,5643,5720,5818,5902,5996,6096,6181,6272,6492,6591,6817,7037,7128,7215,7304,7396,7484,7565,7648,7732,7811,7902,7982,8061,8133,8133
2020-02-21,7,17,28,44,67,96,113,139,157,193,208,238,271,312,348,391,432,472,502,557,622,683,733,785,824,887,1077,1133,1197,1259,1318,1388,1457,1518,1719,1791,1849,1917,1985,2070,2164,2243,2300,2371,2451,2536,2622,2711,2782,2854,2931,3148,3245,3317,3551,3623,3710,3776,3842,3906,3963,4041,4120,4338,4431,4503,4571,4650,4863,4936,5024,5100,5170,5236,5308,5389,5461,5543,5755,5844,5916,5997,6066,6141,6226,6298,6380,6460,6530,6597,6665,6883,6947,7014,7070,7133,7206,7262,7326,7326
2020-02-22,3,14,28,42,64,84,100,114,136,151,176,196,217,257,286,316,345,368,408,439,475,523,564,931,984,1032,1081,1129,1362,1430,1477,1536,1590,1644,1705,1931,2177,2250,2322,2373,2449,2510,2562,2616,2675,2749,2803,2866,2921,2986,3047,3109,3170,3241,3295,3363,3424,3496,3735,3789,3865,3929,3996,4056,4115,4169,4227,4274,4332,4403,4468,4531,4594,4652,4728,4790,4851,4897,4943,4986,5050,5103,5164,5220,5449,5503,5564,5631,5683,5742,5799,5852,6070,6121,6180,6397,6612,6664,6886,6886
2020-02-23,2,24,41,64,85,110,155,182,218,245,277,324,358,415,471,517,560,611,670,732,801,869,929,996,1074,1140,1219,1302,1380,1459,1527,1607,1678,1754,1841,1930,2011,2085,2207,2297,2385,2478,2590,2676,2756,2989,3062,3161,3268,3359,3463,3565,3650,3754,3846,3973,4217,4315,4426,4525,4619,4722,4823,5066,5297,5545,5630,5728,5820,5907,5978,6062,6157,6236,6312,6408,6489,6567,6636,6709,6783,6874,6953,7023,7108,7183,7259,7339,7395,7475,7546,7627,7695,7918,7985,8056,8119,8191,8264,8264
2020-02-24,0,11,24,35,51,67,86,111,131,145,161,182,213,246,287,330,372,397,446,481,513,558,617,667,727,781,842,900,942,988,1047,1090,1140,1202,1268,1333,1540,1603,1814,1864,1922,1991,2197,2271,2332,2398,2478,2540,2590,2663,2728,2806,2888,2963,3055,3127,3205,3282,3357,3440,3510,3592,3676,3752,3823,3912,4141,4234,4308,4367,4446,4521,4589,4670,4894,4953,5033,5099,5173,5227,5290,5366,5429,5487,5549,5609,5671,5734,5946,6015,6069,6125,6200,6267,6321,6375,6438,6501,6561,6561
2020-02-25,3,12,25,43,66,84,95,114,134,164,182,217,240,278,316,352,397,438,479,527,581,636,685,739,796,848,901,955,1005,1056,1111,1187,1246,1327,1390,1458,1527,1596,1655,1727,1791,1855,1918,1990,2060,2142,2222,2302,2395,2476,2558,2637,2708,2815,2886,2981,3067,3173,3267,3349,3453,3528,3605,3702,3807,3910,4007,4108,4196,4285,4371,4462,4547,4630,4748,4855,4951,5040,5127,5214,5295,5372,5460,5523,5610,5813,5876,6094,6168,6390,6451,6518,6607,6681,6753,6830,7044,7104,7182,7182
2020-02-26,3,9,20,29,48,62,81,96,117,137,178,204,236,267,301,331,368,398,434,464,497,536,572,620,668,721,767,818,877,933,988,1053,1128,1183,1257,1320,1376,1422,1470,1540,1615,1670,1736,1789,1867,2065,2127,2198,2279,2362,2431,2507,2562,2633,2695,2774,2847,2942,3025,3097,3166,3231,3297,3363,3450,3530,3766,3846,3927,4007,4072,4140,4220,4310,4394,4456,4527,4590,4660,4732,4790,4855,4928,5149,5221,5423,5481,5554,5630,5710,5784,5998,6061,6125,6199,6255,6319,6384,6452,6452
2020-02-27,6,10,20,35,56,65,76,91,115,129,141,161,194,221,250,280,307,342,391,437,474,510,538,568,615,662,703,750,813,864,917,952,996,1033,1084,1139,1180,1226,1273,1359,1432,1498,1570,1647,1714,1779,1850,1924,2008,2076,2149,2204,2266,2343,2434,2516,2599,2659,2743,2849,2925,3010,3098,3172,3249,3335,3417,3506,3587,3663,3753,3851,3931,4014,4097,4204,4282,4363,4449,4527,4602,4673,4747,4812,4880,4956,5034,5114,5182,5249,5329,5402,5486,5552,5618,5687,5770,5966,6028,6028
2020-02-28,2,10,18,26,50,63,75,99,110,135,151,174,196,224,256,291,318,355,411,452,495,541,594,640,695,733,785,848,907,964,1012,1223,1285,1349,1427,1507,1573,1636,1720,1940,2019,2078,2150,2232,2310,2371,2449,2508,2594,2692,2767,2875,2968,3064,3141,3243,3315,3390,3465,3555,3620,3707,3788,3871,3937,4177,4248,4318,4384,4465,4544,4626,4700,4775,4859,4936,5012,5090,5169,5390,5454,5519,5591,5657,5716,5778,5848,5903,5965,6168,6242,6308,6375,6586,6647,6717,6781,6996,7067,7067
2020-02-29,6,19,31,47,72,90,120,149,188,228,285,332,387,453,510,562,631,690,758,833,912,991,1069,1149,1231,1305,1396,1468,1533,1605,1687,1764,1853,1922,2003,2072,2159,2269,2363,2457,2552,2641,2737,2838,2952,3049,3138,3235,3330,3428,3518,3623,3718,3816,3898,3974,4053,4152,4240,4339,4433,4541,4639,4716,4803,4888,4967,5073,5177,5265,5344,5433,5519,5598,5702,5784,5867,5956,6037,6122,6206,6274,6363,6446,6527,6584,6658,6731,6817,6893,6982,7053,7130,7201,7278,7350,7409,7627,7691,7691
2020-03-01,5,17,25,36,45,56,71,87,106,126,150,175,201,226,260,290,320,363,400,450,485,538,590,656,711,762,810,887,950,1006,1076,1147,1201,1281,1358,1411,1462,1516,1584,1645,1858,1935,2014,2096,2187,2270,2347,2412,2487,2557,2639,2699,2933,3010,3089,3175,3244,3316,3385,3467,3690,3757,3825,3881,3956,4190,4269,4491,4570,4801,4866,4950,5159,5228,5288,5362,5432,5508,5583,5658,5744,5818,5895,5975,6054,6118,6181,6245,6313,6385,6467,6548,6605,6671,6749,6827,7052,7133,7214,7214
2020-03-02,12,25,34,51,67,99,113,145,182,224,264,299,338,374,416,467,517,574,620,676,737,789,844,922,1126,1188,1250,1314,1377,1435,1496,1558,1642,1702,1771,1836,1918,1990,2066,2131,2211,2268,2343,2554,2623,2689,2758,2837,2898,2967,3034,3104,3190,3262,3338,3420,3506,3586,3666,3763,3846,3903,3960,4007,4087,4181,4404,4491,4571,4636,4726,4805,4880,4943,5016,5097,5175,5253,5302,5381,5455,5526,5600,5683,5744,5823,5878,5960,6030,6102,6182,6242,6322,6390,6458,6534,6598,6657,6730,6730
2020-03-03,4,30,51,76,118,146,186,228,257,297,340,385,451,501,551,622,691,756,805,863,916,997,1070,1150,1223,1289,1357,1432,1509,1601,1666,1760,1848,1935,2038,2281,2390,2492,2621,2710,2799,2892,2996,3092,3178,3256,3334,3428,3518,3620,3694,3788,3891,4012,4126,4227,4330,4416,4517,4620,4731,4824,4924,5016,5100,5217,5303,5524,5618,5699,5803,5889,6000,6099,6184,6278,6369,6460,6549,6633,6706,6790,6886,6971,7065,7150,7368,7460,7540,7621,7709,7808,7899,7971,8034,8124,8202,8278,8367,8367
2020-03-04,5,11,36,66,85,99,120,145,177,202,225,238,273,312,339,367,405,455,493,542,588,634,693,743,803,872,929,1003,1064,1118,1172,1236,1298,1360,1416,1476,1558,1643,1715,1783,1844,1930,2009,2088,2159,2227,2319,2405,2482,2564,2637,2710,2799,2870,2945,3050,3143,3233,3299,3373,3469,3567,3942,4032,4138,4221,4329,4410,4499,4598,4687,4770,4851,4949,5037,5284,5362,5440,5506,5591,5662,5730,5803,5878,6087,6307,6411,6497,6571,6643,6731,6807,6876,6956,7008,7085,7153,7202,7258,7258
2020-03-05,6,21,40,77,106,142,173,211,245,286,321,371,417,465,510,568,626,681,747,817,874,931,997,1063,1131,1206,1415,1479,1549,1613,1682,1762,1849,1936,2023,2123,2187,2398,2475,2688,2766,2854,2937,3021,3239,3344,3433,3514,3600,3673,3778,3865,3956,4038,4134,4234,4325,4414,4510,4608,4711,4810,4892,4980,5199,5274,5356,5430,5526,5615,5706,5796,5904,6000,6088,6188,6403,6503,6588,6688,6777,6846,6937,7030,7260,7348,7431,7505,7575,7660,7873,7955,8035,8097,8195,8285,8362,8449,8539,8539
2020-03-06,0,7,11,21,31,46,60,73,92,116,139,156,186,211,241,276,314,367,406,462,513,570,621,678,738,801,864,907,976,1031,1091,1157,1242,1309,1363,1433,1513,1577,1648,1731,1803,1876,1954,2027,2094,2175,2421,2494,2572,2782,2874,2957,3022,3256,3327,3412,3495,3587,3662,3758,3834,3919,3989,4081,4169,4275,4379,4472,4549,4636,4714,4800,4888,4964,5050,5129,5228,5312,5386,5474,5563,5653,5727,5809,5867,5957,6054,6138,6200,6283,6369,6465,6531,6593,6829,6898,6991,7059,7129,7129
2020-03-07,2,10,21,33,50,65,78,91,112,130,160,187,223,264,296,338,383,422,457,500,540,594,644,677,718,781,831,1016,1075,1134,1181,1241,1299,1371,1448,1520,1593,1673,1764,1843,2053,2120,2208,2274,2479,2550,2639,2722,2788,2872,3083,3308,3389,3483,3555,3653,3738,3821,3911,3994,4083,4182,4273,4485,4557,4634,4732,4823,4913,5007,5093,5173,5277,5358,5428,5650,5724,5795,5882,5962,6178,6265,6330,6414,6492,6555,6631,6717,6931,7158,7231,7313,7389,7605,7677,7749,7807,7881,7956,7956
2020-03-08,3,15,17,26,30,41,57,76,90,103,114,136,152,169,193,216,240,263,291,319,337,361,394,420,440,458,494,534,574,620,657,698,728,904,940,985,1032,1221,1273,1318,1368,1410,1441,1497,1555,1599,1806,1854,1914,1952,2013,2065,2133,2190,2246,2311,2367,2569,2780,2850,2929,2981,3046,3089,3148,3207,3271,3486,3554,3618,3670,3738,3790,3993,4058,4147,4214,4426,4471,4544,4601,4810,4860,4920,4979,5035,5082,5137,5188,5258,5319,5366,5418,5631,5837,5886,5946,5998,6051,6051
2020-03-09,3,8,14,26,38,47,59,69,88,100,110,123,146,173,195,219,240,270,309,355,384,406,446,487,526,558,593,636,671,705,746,782,827,876,923,977,1033,1078,1112,1153,1193,1240,1302,1346,1394,1457,1516,1559,1619,1682,1759,1834,1888,1951,2013,2212,2281,2340,2535,2603,2668,2732,2804,2874,2936,3009,3079,3171,3249,3327,3397,3469,3678,3760,3817,3887,3966,4036,4095,4149,4207,4284,4477,4542,4628,4692,4745,4806,4856,4919,4984,5178,5239,5302,5369,5421,5481,5552,5602,5602
2020-03-10,0,4,11,18,27,45,62,83,95,111,129,140,156,172,189,207,226,253,279,299,329,355,377,393,412,448,475,640,673,705,733,906,934,975,1009,1037,1089,1121,1153,1196,1236,1411,1453,1499,1544,1579,1619,1670,1715,1752,1802,1853,1897,1942,2134,2186,2227,2284,2477,2528,2588,2650,2709,2762,2818,3012,3071,3149,3210,3410,3479,3528,3722,3792,3978,4030,4097,4301,4368,4433,4499,4568,4639,4692,4770,4841,4908,4981,5060,5134,5208,5270,5330,5389,5458,5522,5577,5645,5716,5716
2020-03-11,3,5,15,24,40,52,77,101,122,147,167,190,224,250,281,304,343,386,409,441,478,514,558,587,621,672,724,770,961,1018,1072,1127,1197,1376,1438,1485,1538,1611,1676,1723,1780,1846,1906,1974,2037,2240,2297,2354,2569,2628,2686,2768,2959,3157,3239,3306,3505,3572,3642,3713,3811,3902,3992,4055,4139,4226,4308,4391,4472,4540,4621,4685,4758,4838,4905,4970,5045,5107,5158,5375,5439,5500,5579,5646,5698,5758,5827,6037,6088,6160,6229,6447,6512,6581,6645,6718,6771,6832,6906,6906
2020-03-12,1,7,13,26,44,56,69,83,101,116,131,152,169,187,202,217,235,252,272,294,322,349,380,414,446,472,497,535,570,603,648,684,737,778,817,861,919,960,1007,1046,1078,1128,1175,1239,1287,1349,1395,1448,1500,1679,1730,1790,1834,1905,1963,2024,2084,2146,2211,2260,2334,2398,2451,2507,2569,2621,2676,2728,2780,2846,2908,2968,3036,3105,3193,3255,3310,3390,3459,3528,3595,3646,3707,3785,3843,3903,3968,4031,4104,4162,4243,4310,4365,4579,4651,4717,4779,4852,4925,4925
2020-03-13,0,4,10,24,38,49,62,76,102,123,146,168,180,202,231,257,295,328,356,386,420,460,493,526,567,617,668,715,757,910,1075,1112,1167,1219,1271,1432,1488,1535,1594,1652,1710,1776,1834,1893,1946,2011,2076,2138,2209,2278,2353,2440,2512,2588,2658,2723,2815,3014,3097,3158,3228,3296,3352,3537,3632,3706,3774,3851,3929,3999,4063,4125,4315,4375,4469,4551,4629,4702,4775,4954,5026,5093,5176,5249,5328,5399,5470,5545,5627,5714,5918,6003,6076,6161,6242,6335,6421,6498,6581,6581
2020-03-14,2,9,18,27,43,54,75,95,115,133,152,168,201,236,267,296,339,388,417,450,496,533,583,631,685,743,789,839,1315,1516,1574,1634,1680,1729,1780,1846,1910,1972,2044,2104,2168,2226,2303,2364,2436,2506,2734,2808,2872,2950,3015,3091,3160,3244,3311,3395,3489,3571,3660,3749,3816,3885,3961,4032,4113,4187,4279,4357,4419,4492,4579,4648,4727,4794,4856,4926,5003,5088,5156,5217,5287,5370,5439,5507,5581,5635,5708,5781,5845,5921,5990,6062,6265,6349,6436,6512,6574,6621,6701,6701
2020-03-15,6,10,18,34,47,57,74,90,110,130,147,168,189,212,235,270,304,327,341,364,394,428,460,493,522,551,759,804,857,890,943,992,1050,1089,1134,1187,1241,1448,1512,1576,1625,1682,1740,1793,1863,1907,1962,2006,2059,2102,2304,2360,2416,2467,2681,2737,2799,2856,2921,2990,3047,3112,3167,3236,3301,3364,3420,3493,3555,3607,3836,3894,3957,4009,4080,4152,4375,4429,4485,4542,4607,4675,4741,4788,4837,4895,4951,5007,5383,5446,5498,5563,5623,5679,5744,5804,5873,5935,5989,5989
2020-03-16,0,1,4,16,26,30,45,62,78,91,100,122,142,156,177,205,235,253,287,315,349,394,415,461,493,527,562,605,652,702,727,777,833,875,923,969,1014,1056,1094,1133,1193,1256,1314,1375,1436,1479,1534,1588,1656,1712,1887,1956,2015,2089,2145,2205,2275,2341,2397,2461,2524,2590,2653,2720,2779,2841,2912,2976,3048,3113,3182,3262,3324,3377,3446,3504,3575,3631,3696,3759,3817,3876,3931,4006,4062,4128,4194,4263,4336,4405,4490,4560,4626,4821,4891,4954,5025,5104,5156,5156
2020-03-17,0,1,14,25,46,54,67,82,100,123,134,160,186,219,242,278,302,340,383,433,476,513,550,587,638,690,729,770,947,987,1043,1103,1154,1350,1396,1580,1634,1691,1740,1782,1843,1895,1950,2005,2073,2138,2206,2267,2321,2406,2463,2514,2578,2789,2845,2906,2971,3033,3103,3172,3236,3437,3512,3572,3637,3712,3788,3871,3950,4322,4392,4465,4519,4600,4668,4724,4800,4859,4928,4988,5045,5250,5314,5382,5430,5494,5572,5632,5689,5749,5812,5880,5941,6001,6062,6118,6167,6231,6458,6458
2020-03-18,1,9,20,30,41,61,78,93,118,135,166,207,236,262,298,330,364,419,451,479,522,554,738,787,838,1024,1092,1152,1207,1277,1345,1400,1460,1665,1730,1786,1980,2066,2157,2244,2327,2399,2502,2732,2816,3043,3127,3209,3290,3376,3456,3551,3637,3731,3839,3951,4048,4147,4234,4332,4424,4506,4595,4690,4775,4866,4948,5042,5123,5183,5274,5341,5556,5625,5705,5791,5891,5967,6045,6145,6220,6308,6388,6466,6531,6617,6962,7042,7122,7183,7251,7336,7412,7473,7541,7761,7839,7909,7976,7976
2020-03-19,3,5,6,14,22,30,40,54,68,85,110,126,148,167,191,214,247,285,319,348,390,423,454,490,659,699,743,791,830,873,923,1100,1147,1189,1239,1291,1336,1381,1436,1640,1828,1876,1942,2127,2186,2243,2310,2372,2428,2478,2535,2598,2649,2709,2768,2832,2890,2953,3005,3065,3122,3182,3243,3313,3383,3448,3507,3562,3636,3700,3779,3842,3904,3967,4039,4110,4176,4249,4326,4393,4461,4526,4596,4653,4726,4791,4852,4919,4977,5043,5113,5169,5245,5316,5374,5436,5499,5557,5619,5619
2020-03-20,2,6,12,26,40,46,62,80,102,128,156,187,216,243,281,312,345,384,435,473,513,545,581,623,679,724,765,800,848,920,983,1032,1097,1143,1203,1269,1331,1408,1463,1522,1585,1659,1719,1785,1968,2034,2221,2299,2382,2445,2507,2570,2655,2724,2793,2884,2961,3027,3221,3304,3398,3602,3685,3762,3845,3929,4151,4240,4330,4408,4492,4575,4677,4884,4964,5060,5164,5263,5350,5434,5522,5614,5847,5926,6008,6102,6179,6272,6362,6433,6517,6620,6713,6792,6866,6952,7044,7115,7335,7335
2020-03-21,5,17,29,37,55,68,86,99,113,133,155,174,203,244,273,312,347,384,419,469,522,569,618,681,744,802,851,908,963,1025,1092,1152,1223,1284,1500,1563,1642,1702,1789,1852,2065,2141,2215,2284,2354,2424,2508,2581,2673,2758,2980,3056,3143,3358,3439,3516,3586,3815,4041,4121,4197,4292,4388,4482,4581,4662,4736,4810,4891,4978,5050,5119,5178,5252,5319,5377,5465,5522,5605,5680,5748,5835,5901,5975,6042,6278,6346,6408,6482,6561,6630,6696,6755,6804,6868,7087,7298,7364,7436,7436
2020-03-22,9,15,22,39,63,96,134,171,189,215,236,273,325,358,396,421,464,509,541,586,640,693,750,794,839,902,941,991,1059,1126,1173,1232,1291,1345,1406,1608,1673,1730,1928,1990,2039,2092,2289,2335,2398,2460,2672,2730,2796,2862,2930,2999,3053,3103,3168,3227,3285,3353,3407,3480,3529,3582,3643,3715,3777,3838,3898,3957,4159,4234,4438,4496,4555,4602,4660,4719,4782,4853,4949,5010,5075,5131,5188,5246,5311,5377,5429,5490,5564,5624,5687,5741,5801,6020,6098,6160,6354,6562,6618,6618
2020-03-23,2,7,20,26,34,48,54,65,83,102,120,136,165,195,216,258,279,307,337,366,406,449,500,544,576,614,656,848,892,946,987,1043,1097,1134,1195,1259,1309,1349,1409,1458,1661,1714,1755,1822,1888,1946,2008,2066,2115,2187,2253,2311,2366,2581,2649,2719,2794,2859,2918,3134,3196,3256,3471,3523,3586,3655,3881,3946,4010,4060,4118,4183,4242,4319,4380,4438,4504,4577,4646,4717,4765,4828,4896,4951,5013,5075,5140,5488,5537,5603,5658,5866,5911,5983,6208,6271,6316,6378,6446,6446
2020-03-24,9,17,23,43,51,63,77,105,128,150,173,191,210,236,266,296,324,351,380,417,457,510,555,590,632,677,722,769,827,884,946,1010,1066,1108,1172,1358,1434,1499,1573,1652,1724,1799,1866,1940,2014,2077,2137,2337,2413,2496,2564,2649,2725,2796,3005,3093,3194,3392,3473,3559,3640,3719,3791,3885,3962,4063,4145,4243,4316,4407,4492,4561,4631,4707,4929,5132,5207,5283,5369,5582,5651,5729,5800,5872,5963,6052,6127,6227,6312,6415,6495,6572,6640,6717,6795,6870,6955,7026,7102,7102
2020-03-25,0,7,12,24,38,52,70,86,107,128,150,174,198,220,251,283,313,352,381,414,454,477,502,535,578,613,652,690,728,769,805,986,1037,1077,1116,1159,1345,1392,1444,1492,1557,1612,1658,1699,1746,1798,1863,1928,1980,2043,2248,2449,2519,2573,2623,2679,2761,2835,2908,2974,3047,3128,3352,3431,3493,3573,3648,3714,3790,3861,3935,4157,4367,4440,4516,4613,4683,4742,4803,4866,4929,4982,5199,5255,5323,5385,5461,5542,5606,5663,5715,5784,5847,6068,6143,6228,6300,6354,6422,6422
2020-03-26,3,8,15,26,34,43,50,61,76,93,116,138,162,193,220,257,298,339,368,408,435,474,510,556,593,629,676,726,914,966,1015,1070,1132,1173,1219,1279,1339,1386,1436,1480,1531,1582,1772,1836,1897,1948,1997,2062,2128,2180,2244,2323,2523,2726,2784,2846,2901,2964,3028,3100,3163,3227,3293,3371,3446,3506,3580,3640,3707,3763,3846,3923,3993,4071,4138,4213,4286,4342,4408,4495,4559,4642,4715,4784,4867,4934,5005,5083,5299,5516,5589,5664,5748,5839,5915,5987,6073,6147,6226,6226
2020-03-27,7,18,27,34,53,81,101,116,132,153,178,202,231,260,285,312,330,360,402,446,504,554,584,630,674,723,948,1001,1043,1091,1146,1205,1251,1300,1348,1416,1478,1679,1739,1807,1871,2091,2155,2207,2262,2636,2709,2769,2827,2885,2953,3167,3233,3301,3367,3426,3501,3575,3630,3706,3778,3843,3920,3990,4047,4115,4188,4268,4349,4429,4497,4568,4648,4725,4778,4834,4891,4948,5020,5091,5154,5209,5271,5342,5551,5613,5677,5744,5817,5884,5941,6008,6073,6130,6193,6251,6297,6358,6436,6436
2020-03-28,9,25,49,70,107,141,175,202,229,258,296,339,365,424,456,505,557,598,665,713,760,816,860,916,973,1033,1226,1278,1345,1408,1466,1528,1580,1641,1740,1818,1906,1994,2068,2145,2243,2336,2568,2660,2771,2985,3211,3303,3397,3629,3718,3805,3886,3989,4074,4177,4287,4399,4506,4594,4712,4811,4927,5017,5121,5217,5313,5531,5618,5707,5799,5890,5964,6041,6119,6199,6288,6368,6461,6551,6632,6717,6779,6859,6927,7000,7084,7170,7249,7465,7528,7618,7711,7790,7858,7939,8000,8214,8424,8424
2020-03-29,2,12,26,47,66,97,119,156,206,249,298,330,370,416,470,531,609,671,734,816,879,946,1018,1095,1172,1269,1381,1473,1572,1672,1767,1870,1965,2076,2172,2263,2352,2444,2699,2773,3021,3095,3192,3447,3537,3639,3748,3835,3913,4024,4120,4215,4314,4567,4650,4750,4846,4918,5014,5098,5193,5285,5370,5465,5556,5638,5714,5783,5847,5906,5994,6062,6117,6195,6262,6316,6359,6426,6484,6545,6601,6815,6880,6933,6989,7198,7235,7294,7351,7401,7443,7496,7536,7575,7629,7667,7716,7755,7801,7801
