,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2020-03-30,8,25,46,69,96,137,165,204,235,265,300,344,382,444,489,550,610,686,752,838,912,984,1068,1146,1221,1300,1386,1481,1574,1677,1782,1911,2012,2106,2195,2287,2518,2614,2721,2814,2915,3024,3116,3225,3326,3455,3556,3652,3769,3870,4004,4135,4262,4389,4503,4755,4887,5013,5118,5222,5337,5461,5577,5843,5978,6098,6210,6335,6593,6705,6816,6938,7053,7145,7262,7363,7471,7601,7839,7948,8032,8127,8233,8331,8439,8534,8619,8712,8811,8897,8989,9096,9184,9279,9369,9464,9564,9654,9738,9738
2020-03-31,4,17,32,55,86,113,144,172,212,269,313,358,400,453,506,552,597,647,712,772,835,908,980,1046,1249,1311,1382,1473,1548,1633,1722,1818,1905,1973,2056,2132,2219,2310,2535,2631,2716,2808,2899,2994,3078,3157,3253,3467,3576,3666,3745,3829,3938,4040,4126,4221,4306,4404,4636,4851,4926,4995,5102,5185,5285,5369,5463,5552,5636,5724,5811,5889,5980,6043,6116,6209,6300,6367,6446,6551,6639,6719,6816,7036,7144,7225,7319,7421,7506,7607,7691,7786,7892,7995,8089,8176,8298,8368,8440,8440
2020-04-01,10,24,40,65,88,118,142,175,200,234,262,301,352,409,462,506,575,647,711,783,846,909,973,1050,1137,1365,1432,1509,1583,1663,1719,1798,1882,1975,2052,2143,2240,2329,2424,2535,2629,2702,2799,3041,3141,3255,3357,3465,3697,3795,3899,3992,4072,4166,4283,4366,4457,4561,4654,4765,4865,4959,5056,5158,5247,5328,5402,5490,5588,5673,5901,6138,6375,6452,6538,6628,6717,6796,7033,7105,7178,7248,7323,7406,7641,7720,7958,8025,8088,8160,8228,8288,8363,8444,8528,8598,8664,8750,8821,8821
2020-04-02,1,4,11,19,28,43,52,65,85,111,141,167,205,242,277,310,364,416,473,526,589,642,709,780,843,905,983,1055,1121,1203,1288,1364,1452,1527,1602,1809,2036,2108,2200,2285,2381,2490,2575,2656,2756,2863,2960,3051,3140,3229,3332,3438,3532,3751,3842,3939,4037,4140,4255,4364,4609,4712,4807,4918,5028,5126,5227,5316,5429,5525,5634,5717,5797,5889,5961,6194,6282,6397,6498,6589,6691,6792,6883,6964,7054,7274,7354,7444,7545,7624,7697,7778,7847,7922,7997,8075,8142,8221,8424,8424
2020-04-03,5,10,24,32,40,47,60,72,87,118,148,186,220,260,295,337,377,416,478,537,598,653,694,752,820,879,941,1001,1060,1121,1194,1254,1313,1521,1604,1668,1731,1802,1867,1950,2019,2078,2162,2242,2322,2390,2472,2550,2628,2691,2769,2847,2923,2986,3070,3141,3227,3318,3406,3485,3560,3643,3715,3940,4155,4208,4278,4361,4437,4502,4573,4642,4704,4768,4839,4914,4977,5051,5142,5212,5290,5366,5442,5517,5572,5620,5680,5756,5827,5901,5966,6038,6130,6202,6270,6332,6406,6461,6829,6829
2020-04-04,9,18,32,53,82,110,133,161,207,248,290,348,387,428,493,560,629,691,740,807,876,966,1044,1127,1210,1312,1412,1503,1754,1842,1923,2014,2117,2213,2310,2406,2503,2609,2691,2788,2874,2959,3050,3153,3245,3349,3463,3544,3639,3751,3850,3944,4187,4288,4369,4463,4556,4648,4730,4814,4893,4967,5049,5143,5240,5309,5531,5603,5674,5756,5827,5889,5978,6045,6119,6195,6258,6481,6552,6774,6843,6905,6967,7039,7113,7182,7262,7486,7545,7621,7676,7745,7804,7866,7926,7987,8200,8263,8325,8325
2020-04-05,5,26,54,74,106,144,175,200,227,266,295,337,387,430,471,511,566,606,665,724,776,823,893,971,1033,1110,1183,1246,1330,1391,1623,1841,1913,1987,2064,2132,2363,2435,2659,2736,2809,2885,2965,3025,3101,3166,3251,3324,3390,3479,3583,3680,3768,3851,3932,4005,4081,4171,4250,4339,4417,4480,4547,4630,4718,4783,4862,4923,4979,5044,5110,5161,5228,5272,5322,5373,5427,5476,5537,5590,5653,5706,5767,5821,5867,5917,5978,6033,6090,6142,6178,6232,6281,6328,6394,6460,6661,6870,6907,6907
2020-04-06,4,11,20,33,47,58,72,80,103,127,152,181,204,232,273,315,355,403,445,490,535,589,643,691,733,797,874,944,1017,1081,1138,1201,1266,1350,1421,1498,1573,1652,1725,1811,1894,1981,2057,2131,2226,2313,2391,2456,2542,2622,2694,2780,2990,3068,3155,3250,3338,3422,3528,3620,3719,3807,3909,3995,4085,4192,4277,4364,4443,4534,4621,4834,4935,5023,5108,5442,5507,5590,5682,5756,5824,6049,6135,6219,6288,6384,6479,6537,6603,6697,6780,6874,6959,7045,7264,7338,7420,7498,7698,7698
2020-04-07,1,6,9,18,34,42,56,68,84,102,118,142,173,196,227,256,305,341,380,417,459,488,539,582,634,683,848,891,943,992,1038,1101,1162,1224,1282,1362,1547,1624,1684,1754,1830,2140,2338,2407,2471,2537,2585,2645,2705,2773,2840,2915,3003,3074,3137,3210,3285,3361,3461,3524,3613,3697,3763,3846,4058,4128,4189,4264,4348,4428,4517,4616,4703,4784,4870,4954,5024,5120,5189,5394,5452,5542,5647,5731,5815,5903,5976,6053,6136,6211,6302,6375,6470,6545,6612,6704,6767,6850,6925,6925
2020-04-08,8,19,34,43,52,73,94,114,150,168,190,235,267,294,323,365,423,472,531,580,638,681,750,813,871,928,1112,1184,1241,1293,1361,1414,1486,1579,1656,1744,1818,1883,1955,2005,2081,2419,2492,2582,2671,2749,2833,2897,2956,3008,3091,3171,3377,3464,3550,3633,3719,3809,3884,3994,4094,4180,4266,4345,4408,4481,4567,4643,4746,4808,4893,4987,5067,5148,5220,5305,5380,5458,5539,5612,5702,5767,5832,6048,6124,6205,6293,6381,6597,6681,6753,6826,6905,6979,7058,7136,7221,7310,7376,7376
2020-04-09,2,8,16,25,30,45,66,84,113,133,151,179,208,230,250,278,307,335,370,420,450,498,535,569,611,648,678,710,754,808,837,1033,1095,1156,1216,1271,1330,1528,1583,1624,1662,1870,1943,1989,2056,2109,2167,2225,2286,2356,2426,2501,2569,2788,2861,2934,2999,3072,3150,3214,3312,3523,3599,3657,3727,3779,3834,3904,3973,4039,4108,4178,4246,4313,4384,4467,4533,4602,4668,4728,4939,5019,5094,5154,5364,5582,5657,5715,5778,5865,5941,6150,6219,6284,6480,6554,6629,6704,6779,6779
2020-04-10,4,11,20,36,51,67,83,107,131,158,182,204,235,262,309,345,384,413,443,488,526,565,621,673,716,760,820,860,911,966,1014,1210,1271,1333,1389,1463,1528,1579,1634,1684,1871,1928,1995,2051,2112,2176,2244,2296,2348,2406,2610,2677,2728,2799,2872,2938,3149,3212,3280,3348,3423,3494,3569,3648,3734,3791,3861,3924,4129,4325,4392,4467,4530,4604,4673,4744,4834,4911,4994,5082,5151,5219,5280,5363,5433,5636,5701,5785,5863,5938,6020,6089,6299,6501,6570,6768,6836,6924,6999,6999
2020-04-11,8,18,43,64,86,104,128,149,183,229,262,301,360,401,457,519,578,632,690,757,833,902,977,1057,1139,1213,1290,1357,1443,1535,1640,1729,1822,1911,2027,2118,2221,2309,2407,2490,2591,2956,3027,3130,3232,3307,3379,3457,3538,3633,3722,3805,3890,3956,4043,4122,4188,4265,4343,4430,4526,4598,4680,4758,4832,4899,4964,5028,5107,5178,5253,5347,5415,5498,5570,5644,5860,5917,5986,6216,6279,6348,6424,6495,6717,6790,6867,6943,7008,7067,7137,7212,7280,7341,7401,7457,7516,7581,7636,7636
2020-04-12,2,6,15,33,53,69,93,127,163,190,226,259,305,341,380,419,456,525,578,633,688,746,812,860,924,985,1054,1115,1180,1236,1289,1356,1415,1479,1543,1612,1671,1750,1974,2057,2142,2216,2281,2371,2435,2515,2613,2684,2737,2810,2893,2973,3053,3131,3223,3305,3399,3463,3558,3632,3688,3783,3851,3954,4044,4121,4186,4264,4329,4410,4490,4576,4670,4744,4827,4900,4985,5069,5140,5197,5276,5331,5399,5618,5683,5747,5801,5860,5940,6005,6072,6129,6353,6421,6494,6564,6628,6684,6745,6745
2020-04-13,5,14,31,51,77,103,128,156,186,212,247,286,324,359,402,435,473,522,559,603,652,695,739,794,851,908,969,1034,1114,1181,1249,1322,1389,1456,1523,1588,1652,1731,1799,1879,1958,2012,2210,2279,2363,2433,2518,2593,2661,2742,2806,2886,2959,3029,3089,3172,3384,3464,3559,3649,3738,3833,3942,4041,4122,4218,4305,4405,4492,4570,4668,4766,4865,4945,5022,5112,5189,5275,5366,5458,5553,5627,5717,5809,5902,5985,6071,6152,6218,6294,6372,6446,6525,6609,6678,6903,6977,7059,7133,7133
2020-04-14,8,20,28,40,50,59,74,87,107,138,165,199,230,271,312,360,419,468,535,600,662,725,792,875,931,989,1047,1109,1183,1263,1327,1398,1482,1545,1620,1691,1774,1858,1943,2042,2135,2206,2288,2391,2483,2571,2658,2748,2955,3036,3115,3192,3284,3375,3483,3575,3660,3738,3837,3911,3997,4084,4169,4374,4453,4535,4602,4670,4751,4823,5057,5140,5228,5453,5528,5598,5672,5753,5968,6044,6118,6186,6243,6327,6389,6453,6514,6595,6655,6725,6784,6864,6936,7006,7075,7138,7198,7259,7320,7320
2020-04-15,5,17,31,52,68,101,126,147,173,198,236,258,290,318,355,390,426,455,486,529,586,773,815,859,918,972,1169,1241,1440,1509,1573,1650,1709,1761,1822,1889,1963,2048,2120,2217,2286,2373,2706,2782,2847,2923,2997,3094,3164,3246,3346,3430,3521,3598,3669,3744,3831,3919,4004,4077,4286,4366,4441,4520,4604,4673,4745,4822,4903,4985,5056,5159,5235,5307,5386,5469,5535,5620,5704,5925,5993,6074,6160,6250,6337,6416,6496,6567,6656,6722,6799,6878,6948,7016,7358,7434,7522,7614,7679,7679
2020-04-16,2,12,23,40,64,84,100,108,122,140,160,190,213,237,277,314,356,403,435,480,524,570,612,664,719,759,803,843,898,954,1011,1064,1124,1182,1358,1425,1497,1538,1598,1664,1748,1816,1890,1946,2018,2102,2155,2230,2415,2491,2570,2651,2721,2917,3007,3093,3190,3306,3396,3478,3567,3655,3733,3820,3909,4098,4165,4229,4311,4390,4465,4546,4742,4822,4900,4996,5073,5144,5223,5298,5380,5453,5521,5604,5676,5766,5986,6067,6146,6222,6295,6626,6711,6795,6888,6959,7041,7124,7206,7206
2020-04-17,6,13,23,36,53,69,89,118,150,175,199,219,252,282,319,353,395,447,510,557,616,681,734,795,870,930,1023,1091,1145,1236,1294,1359,1442,1513,1582,1662,1881,1954,2053,2123,2214,2317,2405,2497,2601,2691,2798,2892,2992,3104,3180,3273,3374,3476,3573,3688,3763,3854,3971,4224,4338,4444,4551,4662,4740,4832,4918,5005,5095,5183,5256,5347,5437,5516,5596,5681,5772,5845,5941,6006,6246,6325,6413,6521,6606,6674,7042,7120,7213,7308,7397,7497,7573,7662,7756,7836,7930,8022,8097,8097
2020-04-18,3,8,19,24,33,45,58,71,81,107,132,165,195,217,244,259,281,304,327,357,385,428,474,528,574,625,671,717,776,834,894,943,1136,1331,1385,1446,1507,1572,1635,1689,1749,1814,1908,1975,2042,2118,2186,2251,2318,2385,2457,2526,2605,2663,2751,2839,2918,2986,3047,3122,3189,3263,3490,3711,3947,4018,4091,4177,4246,4314,4416,4505,4586,4666,4740,4810,4884,4949,5039,5100,5177,5258,5329,5394,5612,5684,5766,5829,5911,5976,6040,6111,6189,6265,6323,6400,6472,6686,6771,6771
2020-04-19,2,15,26,38,51,74,102,132,157,191,213,236,259,290,322,349,397,448,507,548,599,656,720,760,818,858,911,965,1035,1109,1188,1254,1331,1398,1486,1571,1647,1740,1826,1917,2010,2238,2326,2404,2490,2579,2644,2736,2822,2945,3063,3168,3272,3369,3469,3570,3670,3766,3867,3974,4054,4155,4237,4333,4416,4520,4614,4708,4795,4900,4989,5080,5159,5249,5322,5428,5519,5600,5686,5769,5984,6089,6160,6238,6321,6411,6492,6577,6669,6758,6838,6909,7133,7200,7271,7342,7423,7495,7557,7557
2020-04-20,2,9,21,36,50,65,92,118,132,155,187,230,258,289,327,359,417,478,543,592,652,704,748,817,888,946,1020,1096,1167,1237,1313,1399,1457,1533,1601,1687,1760,1840,1946,2021,2113,2327,2422,2518,2607,2704,2798,2895,2997,3104,3215,3305,3389,3495,3591,3694,3794,3885,4114,4216,4312,4421,4501,4601,4698,4808,4912,5000,5103,5190,5281,5392,5487,5563,5660,5869,5942,6025,6116,6212,6298,6388,6482,6552,6628,6708,6919,7012,7081,7308,7393,7469,7550,7625,7819,7916,8135,8211,8304,8304
2020-04-21,5,15,28,39,47,58,80,96,122,151,177,204,237,268,297,334,377,413,446,486,518,564,610,661,722,769,828,874,926,968,1047,1111,1173,1237,1308,1510,1577,1654,1723,1794,1865,1935,1983,2051,2137,2358,2431,2507,2569,2805,2881,3099,3172,3241,3316,3391,3466,3533,3608,3677,3740,3816,3896,3958,4170,4388,4458,4523,4591,4663,4880,4956,5022,5089,5161,5235,5301,5369,5443,5516,5594,5676,5737,5805,5865,5929,5992,6057,6123,6316,6373,6429,6483,6541,6612,6668,6734,6783,6844,6844
2020-04-22,0,5,13,24,34,54,71,88,106,124,141,159,179,195,226,256,280,306,337,378,417,459,503,547,599,645,690,878,928,980,1039,1096,1140,1193,1264,1329,1384,1439,1495,1550,1595,1658,1718,1771,1832,1904,1970,2036,2094,2168,2244,2305,2363,2423,2493,2563,2646,2722,2781,2859,2935,3014,3083,3162,3241,3314,3382,3747,3820,3901,3972,4043,4112,4309,4380,4458,4561,4650,4741,4833,4917,5137,5224,5297,5378,5459,5538,5624,5678,5759,5834,5925,6009,6088,6289,6372,6447,6524,6600,6600
2020-04-23,6,11,25,44,55,67,90,107,127,160,183,212,246,275,310,330,372,413,451,496,553,601,638,688,744,785,832,881,945,1003,1056,1124,1180,1256,1321,1370,1449,1506,1589,1656,1716,1781,1858,1958,2157,2253,2340,2412,2617,2710,2782,2865,2957,3045,3124,3224,3356,3445,3557,3644,3758,3834,3919,4001,4099,4184,4406,4511,4630,4728,4828,4925,5008,5086,5187,5284,5387,5469,5558,5783,5876,5975,6056,6165,6271,6372,6461,6550,6653,6741,6831,6906,7002,7109,7345,7436,7518,7620,7707,7707
2020-04-24,1,5,14,31,50,66,77,94,121,155,182,212,255,295,335,374,417,460,513,557,615,677,757,802,842,896,979,1059,1129,1209,1284,1377,1464,1529,1595,1669,1746,1830,1914,2017,2092,2161,2237,2465,2532,2629,2711,2941,3019,3124,3204,3288,3396,3612,3694,3810,3892,3991,4082,4190,4279,4373,4480,4576,4667,4777,4885,5114,5210,5307,5421,5524,5617,5709,5809,5888,5989,6078,6178,6274,6378,6593,6685,6777,6866,6964,7059,7169,7269,7354,7481,7586,7696,7787,7882,7975,8064,8153,8233,8233
2020-04-25,0,2,5,9,20,25,32,35,42,57,71,82,95,119,144,174,198,228,265,305,355,390,438,480,521,568,616,656,711,757,816,857,910,965,1028,1094,1294,1359,1425,1486,1540,1616,1689,1765,1857,1946,2426,2483,2580,2798,2878,2944,3007,3088,3166,3235,3322,3414,3490,3555,3623,3847,4070,4149,4381,4455,4540,4624,4719,4797,4891,4967,5054,5146,5246,5336,5420,5508,5578,5655,5747,5830,5912,5977,6053,6127,6210,6280,6342,6409,6479,6544,6644,6740,6826,6896,7116,7196,7292,7292
2020-04-26,2,19,34,51,66,83,97,120,148,179,224,248,282,320,365,404,438,479,515,553,598,658,718,767,825,882,939,984,1046,1110,1165,1222,1288,1337,1397,1490,1549,1614,1689,1750,1815,1894,1967,2192,2282,2372,2462,2548,2648,2740,2800,2865,2962,3035,3114,3204,3294,3381,3462,3556,3645,3730,3807,3882,3955,4042,4107,4194,4264,4333,4404,4480,4547,4771,4845,4926,5001,5088,5175,5262,5341,5417,5495,5577,5650,5729,5809,5874,5959,6035,6100,6309,6517,6587,6646,6713,6904,6967,7020,7020
2020-04-27,4,13,21,36,55,69,92,117,135,159,195,220,251,275,305,341,380,418,461,508,558,590,644,830,889,954,1042,1109,1177,1249,1314,1389,1456,1533,1606,1674,1740,1810,1879,1945,2022,2230,2317,2400,2602,2688,2907,2985,3056,3151,3230,3319,3417,3490,3700,3785,3888,3969,4073,4176,4278,4367,4476,4575,4667,4750,4838,4924,5012,5231,5311,5404,5489,5563,5643,5725,5810,5905,5990,6202,6285,6365,6448,6530,6609,6700,6792,7001,7097,7184,7273,7363,7447,7545,7638,7719,7808,8037,8131,8131
2020-04-28,1,7,16,23,32,40,55,76,98,123,150,185,215,243,284,321,354,393,434,472,521,571,632,697,759,818,900,957,1022,1099,1297,1379,1452,1528,1594,1671,1748,1856,1938,2010,2126,2220,2311,2403,2494,2590,2681,2762,2848,2950,3053,3273,3364,3440,3522,3742,3848,3931,4030,4119,4209,4310,4383,4459,4540,4620,4689,4769,4836,4915,4990,5066,5288,5373,5461,5537,5618,5835,5908,5975,6058,6149,6234,6308,6383,6462,6530,6739,6829,6896,6991,7062,7136,7211,7277,7355,7408,7492,7555,7555
2020-04-29,4,12,22,22,35,39,53,66,73,87,97,123,153,194,227,254,286,315,351,390,440,484,529,579,622,677,713,757,808,858,915,969,1016,1071,1121,1182,1239,1421,1470,1533,1607,1670,1736,1792,1852,1908,1974,2062,2144,2228,2306,2376,2443,2515,2586,2642,2716,2779,2847,3039,3116,3195,3281,3502,3576,3654,3721,3814,3905,3994,4070,4140,4203,4275,4359,4431,4506,4598,4803,4878,4955,5030,5104,5188,5266,5338,5388,5465,5544,5639,5727,5797,5896,5978,6068,6265,6345,6428,6521,6521
2020-04-30,5,7,13,26,34,50,67,81,95,123,158,185,214,242,268,308,343,373,417,454,503,535,578,634,681,742,792,850,904,969,1026,1093,1155,1224,1307,1376,1444,1518,1581,1654,1711,1782,1854,1926,2014,2099,2171,2258,2332,2391,2466,2671,2742,2827,2890,2977,3069,3167,3252,3340,3418,3493,3572,3651,3728,3814,3884,3949,4029,4100,4162,4230,4309,4506,4582,4664,4750,4813,4890,4959,5028,5223,5274,5348,5421,5492,5572,5644,5715,5785,5851,5933,6123,6207,6267,6322,6394,6468,6660,6660
2020-05-01,5,18,41,59,80,105,130,161,196,230,275,314,347,396,442,492,545,610,665,726,803,873,938,1010,1078,1141,1192,1257,1451,1518,1589,1658,1725,1912,1978,2052,2136,2204,2277,2349,2416,2479,2537,2607,2668,2733,2802,2873,2946,3017,3092,3149,3224,3311,3395,3468,3559,3639,3721,3797,3881,3968,4045,4126,4202,4388,4464,4542,4609,4697,4762,4853,4945,5031,5107,5184,5265,5336,5401,5475,5543,5617,5821,5892,5960,6046,6125,6209,6272,6355,6420,6620,6693,6745,6947,7010,7078,7160,7229,7229
2020-05-02,3,8,12,19,39,60,77,100,120,144,189,226,268,311,364,416,468,523,582,654,728,803,872,954,1035,1115,1201,1286,1377,1454,1546,1640,1712,1790,1882,1975,2070,2147,2246,2331,2422,2506,2600,2670,2736,2813,2895,2986,3080,3150,3249,3352,3441,3530,3627,3710,3800,3900,3973,4188,4276,4370,4443,4532,4635,4724,4941,5011,5103,5186,5280,5496,5583,5663,5740,5829,5911,5987,6071,6154,6362,6434,6503,6578,6655,6863,6951,7016,7087,7287,7359,7431,7498,7557,7617,7685,7899,7984,8045,8045
2020-05-03,1,12,25,46,66,91,117,141,172,202,239,290,330,380,425,466,517,571,628,690,743,795,853,929,1009,1067,1144,1206,1271,1350,1438,1511,1752,1843,1930,2024,2091,2169,2242,2316,2395,2472,2677,3034,3114,3205,3289,3372,3461,3538,3617,3697,3792,4031,4119,4221,4304,4535,4601,4683,4774,4876,4966,5061,5148,5257,5358,5431,5513,5576,5657,5735,5828,5916,5999,6084,6172,6250,6337,6438,6666,6724,6803,6902,6978,7065,7152,7233,7451,7530,7612,7688,7746,7832,7930,8004,8107,8308,8377,8377
2020-05-04,2,10,20,30,41,50,66,84,109,126,151,189,216,244,263,293,314,348,394,445,484,542,576,626,683,740,813,862,911,971,1014,1061,1132,1191,1244,1303,1366,1568,1647,1720,1810,1882,1952,2048,2136,2217,2293,2362,2441,2520,2586,2683,2759,2841,2916,3007,3234,3323,3405,3488,3579,3665,3748,3966,4053,4145,4226,4303,4373,4423,4488,4542,4761,4972,5049,5131,5201,5282,5340,5418,5502,5701,5923,5997,6080,6144,6220,6298,6387,6464,6543,6618,6683,6753,6826,6904,6974,7029,7114,7114
2020-05-05,12,38,60,83,115,149,181,216,254,304,351,408,447,500,566,617,684,738,802,858,919,990,1063,1137,1342,1418,1488,1573,1661,1747,1844,1962,2043,2142,2250,2350,2572,2669,2767,2862,2960,3079,3181,3305,3413,3642,3873,3991,4104,4217,4330,4430,4538,4646,4770,4872,5018,5128,5245,5476,5580,5712,5829,5954,6046,6134,6376,6485,6603,6704,6800,6906,7033,7133,7339,7442,7555,7656,7753,7847,7946,8030,8138,8244,8357,8581,8682,8766,8846,8940,9041,9124,9209,9280,9363,9436,9507,9572,9660,9660
2020-05-06,2,13,27,53,69,88,111,135,171,205,237,284,325,363,419,474,519,574,646,717,762,817,888,955,1027,1094,1164,1244,1313,1374,1443,1526,1618,1831,1917,1987,2077,2166,2263,2353,2425,2509,2605,2683,2784,2872,3079,3159,3249,3462,3546,3634,3727,3811,3883,3995,4231,4332,4421,4656,4770,5001,5104,5210,5314,5403,5501,5589,5678,5754,5971,6057,6140,6231,6458,6532,6626,6694,6910,6985,7066,7151,7242,7319,7407,7486,7565,7639,7733,7809,7888,7972,8068,8144,8215,8288,8354,8432,8503,8503
2020-05-07,2,7,16,35,50,66,88,118,137,170,200,229,265,306,339,381,422,466,517,564,612,674,755,817,888,946,1021,1092,1171,1249,1325,1524,1592,1673,1762,1841,1921,1994,2089,2175,2247,2330,2406,2467,2532,2623,2698,2790,2865,2951,3026,3106,3202,3282,3359,3438,3522,3595,3677,3743,3826,3903,3980,4070,4287,4367,4460,4548,4644,4730,4814,4907,4975,5034,5101,5173,5247,5309,5368,5447,5500,5579,5661,5736,5801,5850,5922,6004,6081,6150,6227,6290,6353,6406,6611,6813,6880,6938,6998,6998
2020-05-08,3,8,19,36,59,81,102,123,165,213,254,305,347,392,443,528,597,690,763,869,956,1055,1137,1358,1446,1566,1648,1742,1851,1957,2037,2142,2256,2356,2465,2593,2722,2824,2935,3161,3258,3384,3491,3597,3687,3820,3933,4035,4130,4227,4342,4466,4582,4687,4818,4930,5022,5113,5215,5320,5429,5534,5637,5749,5850,5947,6060,6180,6293,6516,6608,6831,6944,7041,7142,7235,7342,7426,7546,7629,7743,7836,8040,8120,8205,8292,8388,8499,8588,8677,8772,8878,8959,9051,9257,9349,9449,9521,9612,9612
2020-05-09,4,18,35,50,73,97,115,140,169,191,213,244,263,297,348,383,423,463,521,571,618,682,742,800,861,928,988,1050,1116,1171,1379,1458,1660,1731,1801,1880,1962,2054,2131,2202,2278,2357,2426,2506,2589,2670,2727,2821,2899,3131,3210,3302,3373,3471,3559,3652,3747,3849,3942,4046,4117,4213,4306,4386,4465,4531,4617,4692,4904,4981,5054,5128,5352,5410,5478,5558,5621,5680,5741,5802,5868,5923,5989,6045,6103,6158,6231,6304,6369,6425,6483,6547,6603,6668,6737,6793,6856,6916,6995,6995
2020-05-10,1,7,14,18,24,31,37,51,74,90,110,133,162,184,223,252,283,328,375,427,475,514,567,610,655,714,769,821,880,942,1007,1073,1136,1216,1279,1495,1553,1626,1829,1899,1970,2044,2119,2194,2279,2499,2571,2775,2839,2929,3002,3082,3173,3271,3342,3418,3496,3588,3661,3740,3824,3902,3990,4073,4156,4236,4329,4410,4489,4573,4646,4720,4800,4870,4969,5056,5132,5229,5295,5379,5452,5514,5591,5671,5737,5957,6027,6232,6297,6503,6560,6760,6832,6912,6987,7062,7124,7337,7395,7395
2020-05-11,1,6,15,19,24,33,46,56,74,87,101,120,139,161,184,217,237,265,280,317,360,392,430,465,507,559,592,777,824,861,898,1083,1139,1194,1236,1274,1331,1375,1562,1610,1662,1735,1797,1852,1907,1974,2040,2101,2301,2354,2416,2482,2555,2632,2713,2790,2852,2919,2994,3214,3296,3379,3447,3650,3722,3792,3864,4063,4141,4197,4272,4347,4401,4472,4539,4610,4818,4887,4949,5022,5090,5284,5367,5441,5505,5581,5664,5726,5809,5866,5933,6003,6078,6138,6200,6260,6349,6413,6641,6641
2020-05-12,1,4,15,30,37,42,62,84,109,135,159,180,215,243,283,310,348,395,434,482,526,562,614,654,696,739,780,823,886,938,989,1050,1110,1164,1221,1270,1358,1443,1509,1583,1663,1853,1929,1997,2057,2118,2192,2257,2351,2410,2494,2575,2679,2757,2828,2903,2981,3056,3147,3229,3313,3394,3481,3545,3637,3708,3778,3996,4062,4140,4233,4322,4386,4602,4683,4751,4821,4899,4976,5031,5098,5166,5223,5295,5369,5440,5519,5588,5671,5739,5948,6040,6122,6188,6252,6330,6397,6457,6521,6521
2020-05-13,3,10,15,25,33,52,62,82,108,126,147,171,189,211,239,265,295,312,339,369,422,582,619,646,684,719,757,795,831,867,894,942,981,1020,1074,1129,1182,1232,1287,1343,1386,1551,1620,1684,1749,1818,1875,1936,2011,2078,2153,2214,2283,2351,2421,2497,2567,2650,2724,2817,2921,2989,3064,3149,3225,3316,3413,3508,3592,3790,3872,3963,4055,4147,4213,4289,4399,4466,4547,4628,4714,4795,4875,4951,5040,5126,5341,5415,5639,5732,5815,5902,5990,6085,6313,6417,6507,6723,6806,6806
2020-05-14,6,21,34,45,62,76,87,101,120,142,160,182,206,238,261,292,321,353,380,426,469,518,562,609,655,681,736,784,826,879,941,1002,1059,1115,1171,1238,1415,1476,1528,1601,1655,1704,1768,1846,1917,1985,2058,2275,2363,2444,2545,2624,2724,2801,2879,2956,3028,3098,3176,3248,3316,3392,3461,3546,3637,3718,3811,3877,3952,4154,4226,4308,4396,4468,4536,4625,4695,4912,4996,5081,5151,5221,5451,5528,5622,5710,5796,5877,5953,6029,6237,6316,6397,6465,6534,6613,6689,6763,6826,6826
2020-05-15,2,5,9,12,16,22,26,31,47,63,72,86,99,122,141,167,196,223,255,283,307,334,368,406,445,472,506,568,612,659,708,755,808,861,915,974,1027,1088,1149,1210,1258,1318,1512,1702,1767,1817,1880,1949,2011,2099,2177,2226,2297,2364,2436,2508,2582,2678,2746,2834,2911,2978,3171,3243,3322,3402,3475,3559,3625,3691,3760,3838,3909,3999,4082,4160,4229,4299,4373,4453,4541,4640,4997,5226,5300,5383,5463,5567,5642,5714,5800,5877,6098,6187,6263,6344,6410,6497,6580,6580
2020-05-16,5,19,33,48,59,78,102,125,152,189,224,260,293,447,483,523,552,594,626,668,716,770,817,866,922,971,1014,1058,1111,1158,1225,1282,1347,1400,1454,1529,1588,1657,1723,1791,1854,1918,1997,2070,2133,2200,2271,2340,2405,2469,2548,2634,2703,2771,2841,3031,3100,3181,3354,3411,3473,3534,3606,3685,3891,3981,4057,4252,4323,4401,4586,4667,4732,4795,4862,4933,5011,5214,5285,5355,5422,5497,5580,5651,5730,5820,5921,5995,6094,6181,6260,6480,6550,6618,6710,6797,6883,6963,7069,7069
2020-05-17,3,12,19,35,51,61,76,108,129,167,195,231,267,304,338,376,404,439,461,491,542,594,654,698,742,779,834,892,932,975,1011,1202,1258,1305,1351,1408,1611,1666,1708,1759,1820,1872,1947,2029,2096,2162,2236,2441,2639,2698,2760,2835,2911,2960,3021,3094,3298,3515,3728,3794,3853,3916,3974,4044,4105,4177,4246,4301,4357,4411,4493,4563,4624,4707,4770,4838,4897,4953,5040,5116,5175,5240,5299,5365,5440,5493,5552,5613,5803,6005,6068,6128,6208,6415,6480,6534,6607,6815,6889,6889
