WINDOW_SIZE:3
1726.1402106826372	[1555.47]	0.02820559376442228	0.1323156668225444	[127.]
1726.1402106826372	[1931.2143]	-0.12618527459775986	-0.23844642682932163	[197.]
16226.894878699528	[16678.892]	-0.035197054396569595	-0.06267097889809074	[348.]
1726.1402106826372	[1230.02]	0.02948693607387763	0.3683443304837507	[60.]
5244.920103245611	[4819.485767]	0.008651921809135555	0.09324469557779612	[284.]
6834.963851601693	[8059.8]	0.006490899661618295	-0.1583466612109164	[325.]
16226.894878699528	[17737.11167]	-0.08391653210188997	-0.1729056378199871	[353.]
1726.1402106826372	[999.51]	0.006453934145200654	0.5528318780590373	[43.]
1726.1402106826372	[1216.5]	0.0026009957705009955	0.3525109363536665	[102.]
3209.275205173474	[3357.326317]	-0.014753796758706254	-0.05985359611135326	[221.]
5244.920103245611	[4782.28]	0.03836539549330761	0.13070798405986747	[283.]
5475.425242939385	[7158.03706]	0.00925046134792744	-0.2587153857766879	[313.]
1726.1402106826372	[1181.64]	-0.008569855899541364	0.37041466385949046	[70.]
1726.1402106826372	[1123.66]	0.06511893623967259	0.4944155454556438	[52.]
1726.1402106826372	[1115.04]	0.09124684353547635	0.5282443886520106	[80.]
2076.0310502722637	[822.42]	-0.004488827948104425	0.9214731595330256	[15.]
1726.1402106826372	[1320.05]	0.027035417692733255	0.2952536268485639	[118.]
5244.920103245611	[4607.98545]	0.05662498950026718	0.18609423245901716	[241.]
1726.1402106826372	[1224.77]	0.01209139019749783	0.35522614275564984	[101.]
1726.1402106826372	[1284.84]	0.02883554963988732	0.3240891764884512	[116.]
4984.339376519597	[3632.506667]	0.07877803361700804	0.39515595415038696	[223.]
1726.1402106826372	[996.86]	-0.013095270997246899	0.5359374929714378	[44.]
1726.1402106826372	[2499.98]	-0.033272548864443176	-0.4036674568819923	[181.]
5244.920103245611	[4193.574667]	-0.0021391569208290486	0.22156733917748855	[272.]
1726.1402106826372	[1041.34]	0.07034918734851343	0.575728665835627	[79.]
1726.1402106826372	[2581.07]	0.04796139418697953	-0.3543548236279418	[184.]
1726.1402106826372	[1179.97]	-0.0008047812911860514	0.37959402810784826	[57.]
1726.1402106826372	[1079.75]	0.03713389000031891	0.5062921809662512	[90.]
1726.1402106826372	[1052.54]	0.037313247415407494	0.5319947806371824	[38.]
1726.1402106826372	[918.56]	0.026978416309327843	0.6578142926967441	[27.]
1726.1402106826372	[1172.91]	-0.06069934518329379	0.32570063825630086	[75.]
1726.1402106826372	[2560.997917]	-0.06227314491651892	-0.45678231495481214	[206.]
1726.1402106826372	[1190.89]	0.009211912320322464	0.38039880939903437	[59.]
4625.991571671136	[4093.316667]	0.08397269742882627	0.20630787682617932	[261.]
15503.184029559283	[15360.26167]	-0.043769933971915455	-0.034508273262593626	[357.]
5244.920103245611	[5546.1761]	-0.029321487181337657	-0.08517017769004548	[291.]
5244.920103245611	[3637.50255]	-0.08937165154110052	0.2765910237258782	[265.]
