20
0 1 101 2
12052 763629 14114 4921 3846 17940 13980 10639 10792 14598 11453 8345 6135 5099 5191 2783 2227 277 1159 99289
3088 33406 2753 418 643 7247 680 325 324 1839 1318 316 76 63 20 42 20 9 7 858
2378 18459 1922 320 125 638 510 19 4 66 21 13 6 11 6 8 25 6 16 561
906 8405 95 1107 38 555 15 92 84 11 56 55 7 8 26 31 3 4 6 28
940 9238 327 131 588 174 27 8 185 17 109 32 3 1 3 15 4 6 1 123
800 4878 344 50 122 51 78 62 46 4 99 2 2 1 5 1 1 3 2 134
843 5508 76 29 792 168 23 286 22 49 19 24 1 1 9 1 50 1 8 270
693 6301 51 91 368 250 19 73 21 1 2 1 1 1 7 2 1 2 1 17
340 2641 3160 293 539 332 53 1630 1 4 1 11 1 2 1 3 1 1 1 110
444 4204 51 70 284 262 89 344 2 46 1 82 1 1 51 9 14 1 1 6
164 1888 223 24 23 504 73 36 11 44 27 2 1 1 1 1 1 1 1 26
300 919 17 187 270 173 264 11 21 1 1 115 1 1 1 1 1 1 1 135
1031 5806 49 3318 79 18 39 1 2 1 1 1 8 1 1 66 1 1 1 4
234 1049 1 6 1 22 68 1 1 1 1 13 1 1 1 9 1 1 1 70
167 439 3 1 1 12 6 35 1 2 1 1 1 1 1 6 1 1 1 17
140 337 1 2 31 3 1 1 1 1 1 23 1 185 1 1 1 1 1 267
39 2480 17 2 4 35 1 1 2 1 1 1 1 1 1 1 1 1 2 3
88 502 8 1 75 18 1 16 20 2 1 1 1 1 1 1 1 1 1 31
237 508 1 1 1 1 1 1 1 1 1 1 1 1 1 1 169 2 1 1
16743 24611 101 584 165 692 235 12 4 4 127 48 5 10 257 1 1 19 1 1952
