,rf_betti_der_prediction_3,xgbt_betti_der_prediction_3,gp_betti_der_prediction_3,enet_betti_der_prediction_3,rf_betti_der_prediction_5,xgbt_betti_der_prediction_5,gp_betti_der_prediction_5,enet_betti_der_prediction_5,rf_betti_der_prediction_7,xgbt_betti_der_prediction_7,gp_betti_der_prediction_7,enet_betti_der_prediction_7
1,9.48695320576097,8.260594818644266,9.873818320511514,10.014905875582638,9.380641075441561,11.359944105413767,10.630777739814935,10.606156080297252,9.692345573126559,12.89284564206056,10.77834738196112,11.024044670303399
2,12.123936986509305,13.528787304762389,12.616152894377493,12.290253995688943,12.943597317063281,14.514716400519164,12.925477191111701,12.680042806408222,12.83012924080363,13.221398966259207,14.14549317153679,14.13411413342568
5,16.97985140157486,18.88626629822581,16.08179321860962,15.964708284062597,18.387354926627264,19.344416385936796,17.468254062798735,17.358092883571835,16.475565228738745,16.414406305894833,19.652248664289036,20.036871852665538
7,18.615567766915248,22.370973799770095,21.116075523756514,21.17036318905697,18.948922861033257,20.65851254628464,22.028230664779592,22.352225623532185,17.912473228739227,20.453755958564187,24.506922623120936,25.50192026493477
10,19.94862071585638,21.201046554356697,24.87543641630442,25.296926688853187,18.50645043497115,20.5386459281643,24.89887877464722,25.583056448340333,19.62496549091028,20.779100452738565,27.81547863889266,28.940577254552295
15,25.566863457149946,24.8400909255079,34.335796252309066,34.978379168761386,24.50065189905111,23.551049936786256,34.62292596679742,34.65812149633027,24.98162017905129,22.350970861184084,34.1042087749471,34.79201154814336
20,29.42196770092626,29.323496071836317,38.520259055470255,40.755710609226206,27.552496792466357,26.780709591980568,40.14893475847527,38.597783723384104,28.226919048621117,29.596006381773876,36.754971683685895,36.85854684969903
25,31.93822816090883,31.559874890832504,44.807170446661445,44.57405268265682,31.14734366345544,35.4184218927806,44.86176949755125,44.1640765091641,31.38878776447396,33.91435790155845,45.12027031073361,45.28417137769699
30,34.99494435860041,35.171398403034814,55.418247350886176,55.07137767258959,35.1086689515152,35.50144363261866,56.7027815347226,56.0500494850454,37.98905809301859,32.13738088270418,57.22030802965492,57.24376036693778
