date,meanValue,medianValue,sumValue,stdValue,totaltx,price
2020-09-09,1.3576987667454507e+19,0.0,4.356746726585166e+24,6.938918514348816e+20,1052603.0,337.46
2020-09-10,1.8477418491831345e+19,0.0,5.842393430351048e+24,7.964798519572947e+20,1120964.0,351.10
2020-09-11,1.5931678442372348e+19,0.0,4.962542586336556e+24,6.80204941328392e+20,1074413.0,367.89
2020-09-12,1.3946454166040596e+19,0.0,4.36383156210023e+24,9.129803167573963e+20,1034584.0,373.74
2020-09-13,1.5681621502374236e+19,0.0,4.564371162588892e+24,7.09654212251087e+20,1042047.0,388.06
2020-09-14,1.7535422294989928e+19,0.0,5.504947727333725e+24,6.798123309607259e+20,1079688.0,365.89
2020-09-15,1.3115755896356264e+19,0.0,4.469049548369024e+24,5.193807216318571e+20,1089837.0,376.70
2020-09-16,1.522069948009217e+19,0.0,4.8129678239991826e+24,8.380934313374435e+20,1035013.0,363.91
2020-09-17,1.3992399602445642e+19,0.0,6.229640181403098e+24,7.004671117432354e+20,1406016.0,364.75
2020-09-18,1.5867500543828584e+19,0.0,6.80306391816244e+24,8.399402959365738e+20,1244808.0,389.37
2020-09-19,9.397885090992024e+18,0.0,3.567775504404204e+24,4.603380174432195e+20,1090001.0,384.25
2020-09-20,8.716084721256406e+18,100000000000000.0,3.507413504426796e+24,4.547153102200645e+20,1095309.0,385.33
2020-09-21,1.266542140950717e+19,0.0,5.088535698012115e+24,6.519511157138763e+20,1133662.0,371.09
2020-09-22,1.010150507844797e+19,0.0,3.7082827173084217e+24,4.712274984107236e+20,1081497.0,341.32
2020-09-23,1.1565563245080467e+19,0.0,4.3616861699276886e+24,8.77021500980069e+20,1084100.0,343.96
2020-09-24,9.087019415820314e+18,0.0,3.567045862543902e+24,5.399358443606396e+20,1087537.0,319.97
2020-09-25,8.577742318380731e+18,0.0,3.0752235540473536e+24,3.888433018710657e+20,1034790.0,349.13
2020-09-26,6.514889938146586e+18,0.0,2.3298744843501596e+24,3.103849448266943e+20,984559.0,351.62
2020-09-27,7.486007826266505e+18,1338970000000000.0,2.608469483031e+24,3.8616944732499765e+20,966479.0,354.26
2020-09-28,8.8894491201157e+18,0.0,3.295381014970808e+24,4.148138106851994e+20,1080187.0,357.42
2020-09-29,9.993625702571604e+18,0.0,3.7052366654856687e+24,8.222848787956183e+20,1088234.0,353.97
2020-09-30,1.0201343258664458e+19,0.0,3.758542104849352e+24,6.525731555974937e+20,1079040.0,359.77
2020-10-01,1.0594939772946596e+19,0.0,3.8281424488824766e+24,5.961804455082263e+20,1018741.0,359.50
2020-10-02,9.628400262618927e+18,0.0,3.3911610860964036e+24,4.666413704102424e+20,1002138.0,353.06
2020-10-03,5.690210794944692e+18,0.0,1.8677092696465656e+24,2.2917068842372943e+20,956528.0,345.78
2020-10-04,5.287533219749049e+18,1928530000000000.0,1.7949113143095428e+24,1.9126869364046453e+20,985452.0,345.60
2020-10-05,7.703225800647807e+18,0.0,2.530956462609148e+24,3.380174278855646e+20,1027690.0,352.69
2020-10-06,7.66122969522989e+18,0.0,2.683115863863265e+24,2.82673616601554e+20,1083502.0,353.53
2020-10-07,9.908720202202173e+18,0.0,3.494845250196903e+24,5.4370613657683014e+20,1035384.0,340.59
2020-10-08,8.541278951657011e+18,0.0,2.983964131993084e+24,5.081785458440787e+20,1019446.0,341.66
2020-10-09,8.759515534358214e+18,0.0,3.2791071212557536e+24,5.525809278047624e+20,1049571.0,350.71
2020-10-10,6.387154074308427e+18,0.0,2.336842512550985e+24,3.2986793703571404e+20,1036351.0,365.25
2020-10-11,5.517412726619873e+18,0.0,1.9690156319869835e+24,6.561229935970737e+20,1004701.0,370.28
2020-10-12,8.891502231532314e+18,0.0,3.2988184599161677e+24,3.787325391098532e+20,1092162.0,374.39
2020-10-13,6.53797960599041e+18,0.0,2.6541712768069687e+24,3.0006551742687235e+20,1127396.0,386.64
2020-10-14,9.00635892312877e+18,0.0,3.5463709086482133e+24,6.65126371770729e+20,1093927.0,381.13
2020-10-15,4.714514630071463e+18,145705330000000.0,2.515240700288917e+24,2.2641042096800688e+20,1249576.0,378.96
2020-10-16,6.142377209329942e+18,47005635000000.0,2.972388467252412e+24,4.271880622098909e+20,1161135.0,377.60
2020-10-17,3.423538441854432e+18,0.0,1.47577102197634e+24,1.8705466414976844e+20,1051772.0,365.08
2020-10-18,3.8442580149759887e+18,0.0,1.4118614198700547e+24,1.7222676064530878e+20,995711.0,368.61
2020-10-19,5.711071210572346e+18,0.0,2.2636173407373764e+24,2.7122369856827995e+20,1128930.0,377.85
2020-10-20,6.031375077544716e+18,0.0,2.3475559331820524e+24,2.838906051025408e+20,1105678.0,379.03
2020-10-21,8.920086769598591e+18,0.0,3.763991173993525e+24,5.448883752567586e+20,1159354.0,368.53
2020-10-22,8.295356309008222e+18,0.0,3.754735421502446e+24,6.272171677232988e+20,1189043.0,391.39
2020-10-23,6.797595510978657e+18,0.0,2.9275136611173426e+24,3.688860799175723e+20,1132837.0,414.12
2020-10-24,4.5950508044864737e+18,0.0,1.8119066480722872e+24,2.9402186603331394e+20,1012156.0,408.59
2020-10-25,4.153925698266065e+18,0.0,1.4563580419604933e+24,2.2567162396300014e+20,965206.0,412.44
2020-10-26,8.641748838139166e+18,0.0,3.305088693639033e+24,4.6202073351116974e+20,1086139.0,406.45
2020-10-27,7.121449738875063e+18,0.0,2.750902090931291e+24,3.4149158279266966e+20,1078466.0,393.93
2020-10-28,8.593684426421687e+18,0.0,3.5176786273201597e+24,4.8968770337199233e+20,1139608.0,403.11
2020-10-29,5.999662779015611e+18,0.0,2.263600770568807e+24,2.489600310033813e+20,1107849.0,388.25
2020-10-30,8.424084471448187e+18,0.0,3.292679776932238e+24,5.517656671529677e+20,1111013.0,387.16
2020-10-31,4.900882952317766e+18,0.0,2.014831395824613e+24,3.655887925861088e+20,1089587.0,382.81
2020-11-01,4.040748698822937e+18,0.0,1.5492109288823624e+24,1.9656574922374853e+20,1050753.0,386.36
2020-11-02,7.998731936102844e+18,0.0,3.332823637083987e+24,4.5785373416946526e+20,1156870.0,396.45
2020-11-03,7.164823690418041e+18,0.0,2.9399062807701994e+24,3.8617626120254e+20,1119359.0,383.64
2020-11-04,7.23889724985597e+18,672461811899266.5,3.3726022287074277e+24,5.650617547146813e+20,1137324.0,388.23
2020-11-05,9.377329457638347e+18,0.0,4.000668821170718e+24,5.7430445624339694e+20,1128431.0,402.50
2020-11-06,9.320519434594417e+18,0.0,4.2868424266696096e+24,6.64023519542793e+20,1171971.0,416.59
2020-11-07,8.356301229118961e+18,0.0,3.620885598191863e+24,6.927574333607919e+20,1131722.0,455.78
2020-11-08,4.019719128010304e+18,0.0,1.5959531051128727e+24,2.283349357200379e+20,1016465.0,435.39
2020-11-09,6.430155461605339e+18,0.0,2.776303212568537e+24,3.8943679714003485e+20,1147695.0,454.55
2020-11-10,6.192866214160885e+18,0.0,2.5839238849284903e+24,3.9724819001956775e+20,1157455.0,444.38
2020-11-11,7.22398601475055e+18,0.0,3.0909124481588125e+24,4.9566100747339655e+20,1096582.0,450.26
2020-11-12,9.697834376371862e+18,0.0,3.9681307766204293e+24,8.247255331014919e+20,1099253.0,463.33
2020-11-13,7.62077415262833e+18,0.0,3.251639536217171e+24,4.630249986529856e+20,1156377.0,462.61
2020-11-14,4.4548446401860275e+18,0.0,1.8935985369804354e+24,2.4270216645845798e+20,1067063.0,476.38
2020-11-15,4.3749968650548024e+18,0.0,1.6846669178359148e+24,2.6867792890346494e+20,1037428.0,460.75
2020-11-16,6.32063234537223e+18,0.0,2.6369362113272554e+24,3.6370624154125133e+20,1105512.0,448.18
2020-11-17,9.41986253517054e+18,0.0,4.1032261812820994e+24,6.589222854605299e+20,1173012.0,460.37
2020-11-18,9.992491627942605e+18,0.0,4.1626321924015785e+24,6.45141996274767e+20,1120798.0,482.05
2020-11-19,6.86175343717598e+18,0.0,2.9981470998256216e+24,4.6623634386112e+20,1122748.0,478.55
2020-11-20,8.19978982746307e+18,0.0,3.6252336799886e+24,4.5442277974655304e+20,1162871.0,471.27
2020-11-21,9.53257483680812e+18,0.0,4.427375785230228e+24,7.366424597864957e+20,1172183.0,509.94
2020-11-22,7.7656692058537e+18,0.0,3.504382479847894e+24,6.204081614003696e+20,1148006.0,551.90
2020-11-23,9.588897688939213e+18,0.0,4.5059572686003057e+24,5.073909037776111e+20,1213632.0,559.37
2020-11-24,1.1083949929481587e+19,0.0,5.104413873375502e+24,7.393844855833623e+20,1240072.0,609.20
2020-11-25,6.118741706192159e+18,0.0,2.924048761521679e+24,3.575671878833351e+20,1205924.0,605.01
2020-11-26,1.208889818186518e+19,0.0,5.048456858627467e+24,7.907521245037123e+20,1173330.0,569.69
2020-11-27,7.213269284637945e+18,0.0,3.220558830397634e+24,4.541815050352088e+20,1102889.0,519.69
2020-11-28,4.1804234224648904e+18,0.0,1.7068752442394357e+24,2.654091832971459e+20,992335.0,518.70
2020-11-29,4.024926362632569e+18,2498190000000000.0,1.7717363604936476e+24,3.403371391545488e+20,993930.0,537.89
2020-11-30,7.641792020292178e+18,0.0,3.286719464343603e+24,4.2132908942578005e+20,1183915.0,575.35
2020-12-01,9.326260463892392e+18,0.0,4.0855735739383836e+24,5.3148222473371845e+20,1172361.0,616.78
2020-12-02,6.062905807600493e+18,0.0,2.444205910181874e+24,3.943312948632581e+20,1071389.0,585.69
2020-12-03,5.827282990277417e+18,0.0,2.3927231867888352e+24,2.975071663512928e+20,1114178.0,597.94
2020-12-04,6.422367742729383e+18,0.0,2.634069906003175e+24,3.628842480528308e+20,1134337.0,616.33
2020-12-05,4.557868168647974e+18,0.0,1.8309776849727424e+24,3.008001701446134e+20,1055722.0,567.84
2020-12-06,4.2710575874837796e+18,0.0,1.6096932678012832e+24,1.953749972890876e+20,1034515.0,596.61
2020-12-07,6.950405707463966e+18,0.0,2.7467725339670007e+24,4.652021133737867e+20,1102501.0,601.54
2020-12-08,6.329640022220245e+18,0.0,2.5568454276959103e+24,4.004325087834026e+20,1149816.0,591.03
2020-12-09,8.371015457739571e+18,0.0,3.3651231009650455e+24,5.183192681440007e+20,1150822.0,554.95
2020-12-10,7.884367590155011e+18,0.0,3.0049138290627696e+24,4.2776623338239295e+20,1092429.0,573.28
2020-12-11,7.33883740443123e+18,0.0,2.964552724869739e+24,4.6456399626628104e+20,1122160.0,558.15
2020-12-12,4.1124937068241e+18,0.0,1.7490600234862235e+24,3.291058626347835e+20,1092064.0,544.16
2020-12-13,3.671068782900685e+18,0.0,1.6653473137424056e+24,2.1086099725335708e+20,1142703.0,568.07
2020-12-14,4.486024989898751e+18,0.0,2.112114771767871e+24,2.6075139307154378e+20,1241593.0,590.66
2020-12-15,5.480364703555032e+18,0.0,2.4374141233646796e+24,3.4064512292518475e+20,1215285.0,586.22
2020-12-16,6.68759601727641e+18,0.0,3.263593669603199e+24,3.9645198397168085e+20,1261767.0,588.81
2020-12-17,9.084580692878663e+18,2993950000000000.0,4.880609216023621e+24,6.020639419454025e+20,1342281.0,637.29
2020-12-18,6.374447164409637e+18,0.0,3.0384567342820133e+24,3.846259546435537e+20,1193950.0,643.28
2020-12-19,6.303914608600795e+18,5165735477380900.0,3.0104911565688376e+24,7.399608917239161e+20,1162872.0,654.08
2020-12-20,4.439157703331505e+18,0.0,1.7976857426987776e+24,2.8898620690388812e+20,1074305.0,657.79
2020-12-21,8.577040669708685e+18,0.0,3.4637864122181783e+24,4.223599903353706e+20,1146949.0,638.28
2020-12-22,7.521570461797404e+18,0.0,3.0667548812479195e+24,4.783871463725365e+20,1147101.0,607.86
2020-12-23,6.198512414022965e+18,0.0,2.839098442482663e+24,3.3337924254277075e+20,1254308.0,637.04
2020-12-24,6.752244627447475e+18,0.0,2.8777256332827633e+24,4.472861787308972e+20,1142743.0,585.47
2020-12-25,4.465284243844346e+18,0.0,1.7915300873255178e+24,2.521933974980213e+20,1140417.0,612.38
2020-12-26,4.891264744043965e+18,0.0,1.9945110246789002e+24,3.301031212523631e+20,1139562.0,626.99
2020-12-27,7.919866469986231e+18,0.0,3.404718915981125e+24,5.0415279981445815e+20,1177372.0,636.35
2020-12-28,7.748002209200584e+18,0.0,3.607857228714132e+24,4.2533092477508066e+20,1256783.0,683.76
2020-12-29,9.127072787629e+18,0.0,4.132446491909303e+24,6.34243539519954e+20,1206703.0,730.26
2020-12-30,8.11838967379875e+18,0.0,3.666143000842754e+24,5.644209234001478e+20,1227653.0,732.04
2020-12-31,7.133018604464038e+18,0.0,3.044572064905826e+24,4.249841177959904e+20,1163876.0,751.92
