,rf_base_prediction_3,xgbt_base_prediction_3,gp_base_prediction_3,enet_base_prediction_3,rf_base_prediction_5,xgbt_base_prediction_5,gp_base_prediction_5,enet_base_prediction_5,rf_base_prediction_7,xgbt_base_prediction_7,gp_base_prediction_7,enet_base_prediction_7
1,311.0123861237666,361.2840987367144,285.7952415909281,288.94498176007176,303.139141282515,363.2289498374269,301.03498260977125,299.03802698648894,292.47137034425674,344.07715704475356,305.9879457542487,303.92332380035
2,402.3552326124385,482.65254583395705,384.0201016760815,383.58514091369557,375.75192743320525,460.14738943082136,393.4155666235465,391.7262033639438,379.0552018587567,417.1299078224912,412.54996700966984,413.5974611395515
5,466.2032237281196,543.8848591384026,509.65978776478624,507.4137556678757,485.28721496230554,540.0386652824036,555.2145588158955,554.5886022699157,509.38269470867493,527.3010525307152,669.7333051948906,671.8494752188966
7,571.0653707898186,596.4098590734395,651.6143640651342,648.0506014921405,580.97372682926,591.5410383058812,702.9205600760469,701.7073943737325,577.7325342386991,620.6513030679948,812.321381112231,813.54431418129
10,786.3550856020624,749.8905786846504,818.2451071349701,817.4625556938312,764.8049876021438,786.5967200541838,892.6072196686193,892.0438639128002,795.490649126564,789.4000253356976,988.1364187927859,988.7568415710355
15,992.3563760659536,960.9290088242732,1003.5110115872174,1003.4452051798596,1031.6890095651618,1002.2536605071592,1030.4146047475697,1030.649271420145,991.4123689535288,963.4307447865674,1055.785829053417,1056.7858591793963
20,1017.8654375194942,1102.1195942364875,1151.7462425586555,1151.980847259804,998.5417610432039,1151.9308312568078,1148.790010857773,1149.5149349953824,951.042340462867,1028.3426666243115,1153.6967210104376,1155.2299450151195
25,1011.1869722260159,1053.552846325233,1265.0111638486237,1265.4579124285692,1015.8416348933173,1033.6498826972313,1223.2127209589405,1224.6190442847103,1001.7874965341465,997.7279789601973,1228.2809105698702,1230.2724750492216
30,1033.190362979428,1002.8013562017156,1327.45808687101,1328.0656817902923,1059.3790160976657,1052.108017268189,1300.5030317411201,1302.4308330879235,1024.9435617227143,975.191960590324,1285.3147921674108,1286.7249932823247
