,rf_betti_prediction_3,xgbt_betti_prediction_3,gp_betti_prediction_3,enet_betti_prediction_3,rf_betti_prediction_5,xgbt_betti_prediction_5,gp_betti_prediction_5,enet_betti_prediction_5,rf_betti_prediction_7,xgbt_betti_prediction_7,gp_betti_prediction_7,enet_betti_prediction_7
1,301.1463454545208,354.2974597707412,351.55517950726136,353.4323854148482,290.7756592918593,305.8453857752312,380.11362424917894,381.5729231127482,291.24236600199663,323.1287823763151,396.2111205540697,401.1889154002226
2,375.92774815443835,430.75691520856634,422.6425988934283,425.4371851236867,354.79785760798694,389.138818418312,465.1627578886808,468.0313413532998,366.93041127718107,410.78179122254187,506.7476349352673,514.2461344086865
5,553.5018928548601,639.2701776244533,544.1423386845008,544.284782522201,420.9682177688747,511.4515617338557,619.2721988213898,623.2705807261003,454.07603849872396,481.8111455746951,794.8265263471862,797.6751769737668
7,551.6910760007113,665.9880179102323,644.4634856166828,643.3096009557686,536.3681418685317,584.4164268738516,830.8690406268207,829.1304441281692,501.9906186348483,483.5462542508214,1011.8657049716202,1012.1793840195274
10,757.0254129840426,717.9783283637466,849.1024495787274,848.6432452372924,732.5208999096175,685.4937782358057,1032.578849458769,1031.975320743168,584.5884409927694,590.7438361929813,1162.101068040196,1163.6024306849736
15,801.7702307365124,844.3765036996233,1057.769689471336,1060.0984981799108,735.823469570743,769.0201817897889,1014.1819082354932,1014.2049212784875,617.334243646212,640.9302614169501,975.1584359526098,977.5806411440547
20,802.6355908739793,829.4464660241792,974.6147192092577,977.8435766395253,728.0336007683858,768.9399716492829,924.6367460631476,926.5285266656786,542.0207580400357,614.8336685641085,840.6078347237709,845.638042348435
25,721.0352558559892,735.6763146928138,953.0350735880979,956.1954984795788,699.6268021010842,685.4549729923914,789.1455574339802,790.8983989149949,668.7921143698492,624.3996476616559,837.0197658100383,842.7442243480567
30,807.0852058559865,768.5956544243534,988.3805315640759,990.8116939466548,783.7529626718646,764.8287128501387,851.9601730239087,852.9322809812196,727.582373052657,781.7843180826793,848.1832698363139,850.6298506349992
