,BTC Price,ETH Vol., LTC Vol.,XRP Vol.,DOGE Vol.,USDT Vol.,BNB Vol.,ADA Vol.,BTC Vol.,total Vol.
139,9730.8,13960000.0,11880000.0,1170000000.0,2340000000.0,5120000.0,3250000.0,520700000.00000006,1160000.0,4066070000.0
140,9773.0,12190000.0,11740000.0,1200000000.0,2280000000.0,5890000.0,2400000.0,539810000.0,1150000.0,4053180000.0
141,9511.6,14360000.0,12040000.0,1390000000.0,2620000000.0,6500000.0,2160000.0,710780000.0,1410000.0,4757250000.0
142,9058.2,12130000.0,10410000.0,1550000000.0,2420000000.0,6480000.0,2520000.0,612150000.0,914590.0,4614604590.0
143,9169.8,9910000.0,8000000.0,1040000000.0,2400000000.0,3570000.0,2300000.0,358310000.0,812560.0,3822902560.0
144,9177.9,11890000.0,9730000.0,1050000000.0,2550000000.0,5010000.0,2270000.0,410630000.0,1110000.0,4040640000.0
145,8728.0,10630000.0,5980000.0,1220000000.0,2860000000.0,2450000.0,2360000.0,485430000.0,941890.0,4587791890.0
146,8897.7,10440000.0,8260000.0,1150000000.0,2200000000.0,4030000.0000000005,2009999.9999999998,390240000.0,784920.0,3765764920.0
147,8842.3,10280000.0,9380000.0,1280000000.0,1990000000.0,7780000.0,2610000.0,451110000.0,810890.0,3751970890.0
148,9199.8,12510000.0,10010000.0,1340000000.0,1870000000.0,6250000.0,2870000.0,1060000000.0,948860.0,4302588860.0
149,9573.4,12360000.0,10430000.0,1280000000.0,1460000000.0,6650000.0,2600000.0,1020000000.0,814330.0,3792854330.0
150,9424.8,14340000.0,13380000.0,1540000000.0,1910000000.0,7880000.0,2970000.0,1720000000.0,720620.0,5209290620.0
151,9692.9,12430000.0,12400000.0,1710000000.0,1730000000.0,7990000.0,2610000.0,2730000000.0,645270.0,6206075270.0
152,9454.5,11970000.0,10400000.0,1660000000.0,1860000000.0,10730000.0,2990000.0,2069999999.9999998,796680.0,5626886680.0
153,10190.7,12690000.0,16379999.999999998,2049999999.9999998,2480000000.0,7650000.0,2540000.0,1700000000.0,1060000.0,6270320000.0
154,9527.0,8150000.0,12430000.0,1230000000.0,1590000000.0,7660000.0,2650000.0,1630000000.0,558120.0,4481448120.0
155,9667.2,8750000.0,12180000.0,1360000000.0,4360000000.0,7060000.0,2320000.0,1880000000.0,593660.0,7630903660.0
156,9794.0,7750000.0,11370000.0,1170000000.0,3750000000.0,4760000.0,2450000.0,1050000000.0,527050.0,5996857050.0
157,9630.8,6620000.0,9610000.0,851000000.0,3800000000.0,2740000.0,2110000.0,538990000.0,370850.0,5211440850.0
158,9669.6,8100000.0,10710000.0,996830000.0,3850000000.0,4099999.9999999995,1820000.0,848380000.0,549200.0,5720489200.0
159,9743.4,6550000.0,10020000.0,799780000.0,3680000000.0,5750000.0,1660000.0,433670000.0,431040.0,4937861040.0
160,9777.7,6860000.0,8410000.0,933540000.0,3880000000.0,5480000.0,1630000.0,417680000.0,479550.0,5254079550.0
161,9768.8,7630000.0,9300000.0,911780000.0,3780000000.0,2160000.0,1810000.0,845300000.0,533550.0,5558513550.0
162,9878.9,12400000.0,12480000.0,1380000000.0,4620000000.0,6740000.0,1800000.0,986230000.0,919300.0,7020569300.0
163,9283.7,7340000.0,9900000.0,903450000.0,4460000000.0,4670000.0,1930000.0,674430000.0,529280.0,6062249280.0
164,9466.5,5270000.0,7810000.0,706600000.0,3850000000.0,1460000.0,2020000.0,399500000.0,364970.0,4973024970.0
165,9470.7,5780000.0,7300000.0,671960000.0,3130000000.0,2240000.0,1700000.0,271370000.0,311270.0,4090661270.0
166,9345.5,10180000.0,11280000.0,1290000000.0,5070000000.0,7580000.0,1520000.0,1110000000.0,750900.0,7501310900.0
167,9425.6,7030000.0,9320000.0,798670000.0,4290000000.0,4600000.0,1610000.0,645470000.0,545470.0,5757245470.0
168,9523.6,5940000.0,8150000.0,1030000000.0,4000000000.0,4740000.0,1500000.0,857710000.0,446450.0,5908486450.0
169,9464.6,4960000.0,6380000.0,852100000.0,3260000000.0,4770000.0,1380000.0,650930000.0,391670.0,4780911670.0
170,9390.3,5560000.0,4660000.0,1010000000.0,3300000000.0,7170000.0,1320000.0,551930000.0,478490.0,4881118490.0
171,9314.0,4540000.0,5930000.0,692330000.0,2960000000.0,2390000.0,1430000.0,371980000.0,383440.0,4038983440.0
172,9358.8,4099999.9999999995,5230000.0,623940000.0,2850000000.0,2260000.0,1320000.0,328800000.0,335990.0,3815985990.0
173,9296.5,7930000.0,7060000.0,1070000000.0000001,3150000000.0,7750000.0,1710000.0,461600000.0,523320.00000000006,4706573320.0
174,9683.9,5160000.0,4650000.0,793850000.0,3030000000.0,5080000.0,1450000.0,388380000.0,375490.0,4228945490.0
175,9624.6,9130000.0,9240000.0,1010000000.0,3300000000.0,4350000.0,1530000.0,874130000.0,515780.0,5208895780.0
176,9300.8,6480000.0,7730000.0,912400000.0,2760000000.0,6010000.0,1200000.0,559700000.0,524450.0,4254044450.0
177,9247.5,6960000.0,10300000.0,1110000000.0,2600000000.0,2990000.0,1040000.0,370200000.0,489840.0,4101979840.0
178,9160.5,7210000.0,7530000.0,975540000.0,2690000000.0,4330000.0,1310000.0,459370000.0,441930.0,4145731930.0
179,9008.4,5910000.0,6890000.0,856630000.0,2850000000.0,2430000.0,1400000.0,487630000.0,329010.0,4211219010.0
180,9122.8,6800000.0,7530000.0,880970000.0,3050000000.0,6490000.0,1510000.0,655430000.0,401120.0,4609131120.0
181,9186.0,5600000.0,6600000.0,639090000.0,2860000000.0,5720000.0,1310000.0,455050000.0,381730.0,3973751730.0
182,9135.9,6310000.0,6190000.0,773690000.0,2790000000.0,6100000.0,1610000.0,1110000000.0,366780.0,4694266780.0
183,9229.9,7280000.0,7110000.0,925560000.0,2760000000.0,5160000.0,1400000.0,1400000000.0,483100.0,5106993100.0
184,9085.0,5200000.0,6220000.0,802840000.0,2770000000.0,4850000.0,1210000.0,1380000000.0,333880.0,4970653880.0
185,9067.1,5450000.0,5750000.0,773850000.0,2600000000.0,1630000.0,1320000.0,962940000.0,261250.0,4351201250.0
186,9134.3,5410000.0,5620000.0,777710000.0,2560000000.0,2049999.9999999998,1120000.0,828320000.0,314100.0,4180544100.0
187,9080.4,9450000.0,10930000.0,1250000000.0,4520000000.0,5080000.0,1610000.0,971560000.0,510270.0,6769140270.0
188,9338.8,6260000.0,7400000.0,935860000.0,12700000000.0,4050000.0,1880000.0,1490000000.0,420550.0,15145870550.0
189,9256.3,12980000.0,13320000.0,2170000000.0,48780000000.0,7430000.0,2270000.0,2920000000.0,509940.0,53906509940.0
190,9430.1,9020000.0,11850000.0,2280000000.0,24230000000.0,0.0,1870000.0,1750000000.0,444270.0,28283184270.0
191,9239.0,6840000.0,11400000.0,1360000000.0,18810000000.0,7040000.0,2100000.0,1470000000.0,418470.0,21667798470.0
192,9285.8,6420000.0,10640000.0,1130000000.0,11320000000.0,702240.0,2320000.0,972210000.0,353920.0,13442646160.0
193,9234.2,6810000.0,23410000.0,863290000.0,6560000000.0,2900000.0,2990000.0,887710000.0,366880.0,8347476880.0
194,9300.5,8320000.0,24850000.0,1310000000.0,13400000000.0,6680000.0,3230000.0,1410000000.0,456870.0,16163536870.0
195,9243.1,7070000.0,17610000.0,948660000.0,7340000000.0,4920000.0,2380000.0,1160000000.0,453830.0,9481093830.0
196,9253.6,7350000.0,9510000.0,772570000.0,5240000000.0,5610000.0,1960000.0,748530000.0,429840.0,6785959840.0
197,9198.7,6630000.0,9110000.0,1050000000.0,6240000000.0,6410000.0,2049999.9999999998,1120000000.0,429040.0,8434629040.0
198,9135.4,5880000.0,8700000.0,910350000.0,5700000000.0,5500000.0,1860000.0,579380000.0,310920.0,7211980920.0
199,9155.8,5790000.0,7350000.0,988420000.0,18060000000.0,2900000.0,1690000.0,553940000.0,276400.0,19620366400.0
200,9170.1,6610000.0,6690000.0,877530000.0,9430000000.0,1930000.0,2600000.0,376550000.0,265250.0,10702175250.0
201,9208.1,5360000.0,6780000.0,946400000.0,5600000000.0,5620000.0,2490000.0,438330000.0,312980.0,7005292980.0
202,9162.3,6290000.0,7200000.0,998170000.0,4840000000.0,7650000.0,2110000.0,512490000.0,458990.0,6374368990.0
203,9387.4,6680000.0,7850000.0,1000000000.0,3520000000.0,6840000.0,2170000.0,352250000.0,386000.0,4896176000.0
204,9513.6,8790000.0,10990000.0,1420000000.0,3890000000.0,9730000.0,2390000.0,410780000.0,425660.0,5753105660.0
205,9599.2,7170000.0,6610000.0,1020000000.0,4160000000.0,7010000.0,2790000.0,353460000.0,359160.0,5557399160.0
206,9546.7,8590000.0,13620000.0,1260000000.0,4260000000.0,3780000.0,2960000.0,1370000000.0,306290.0,6919256290.0
207,9690.0,9190000.0,16210000.0,1550000000.0,4570000000.0,5860000.0,2860000.0,1600000000.0,415070.0,7754535070.0
208,9932.7,13730000.0,19590000.0,2100000000.0,5860000000.0,12800000.0,3840000.0,1720000000.0,908990.0,9730868990.0
209,10961.1,9910000.0,17790000.0,2000000000.0,3960000000.0,11680000.0,3520000.0,1180000000.0,658370.0,7183558370.0
210,10908.4,8720000.0,13080000.0,2440000000.0,3230000000.0,9730000.0,2230000.0,817300000.0,576830.0,6521636830.0
211,11105.8,9070000.0,17690000.0,1930000000.0,2870000000.0,8990000.0,2060000.0,498130000.0,501140.0,5336441140.0
212,11096.5,8690000.0,12080000.0,1780000000.0,3280000000.0,6610000.0,2240000.0,416190000.0,530950.0,5506340950.0
